Sura;Aya;Bagian;Arabic;Transliteration
7;22;2;سَوْاٰتُهُمَا وَطَفِقَا يَخْصِفٰنِ عَلَيْهِمَا مِنْ وَّرَقِ الْجَنَّةِۗ;sau`ātuhumā wa ṭafiqā yakhṣifāni 'alaihimā miw waraqil-janna
7;22;3;وَنَادٰىهُمَا رَبُّهُمَآ اَلَمْ اَنْهَكُمَا عَنْ تِلْكُمَا الشَّجَرَةِ;nādāhumā rabbuhumā a lam an-hakumā 'an tilkumasy-syajarati
7;22;4;وَاَقُلْ لَّكُمَآ اِنَّ الشَّيْطٰنَ لَكُمَا عَدُوٌّ مُّبِيْنٌ; wa aqul lakumā innasy-syaiṭāna lakumā 'aduwwum mubīn
7;23;1;قَالَا رَبَّنَا ظَلَمْنَآ اَنْفُسَنَا وَاِنْ لَّمْ تَغْفِرْ;qālā rabbanā ẓalamnā anfusana wa il lam tagfi
7;23;2;لَنَا وَتَرْحَمْنَا لَنَكُوْنَنَّ مِنَ الْخٰسِرِيْنَ;lanā wa tar-ḥamnā lanakụnanna minal-khāsir
7;24;1;قَالَ اهْبِطُوْا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۚوَلَكُمْ فِى الْاَرْضِ مُسْتَقَرٌّ وَّمَتَاعٌ اِلٰى حِيْنٍ;qālahbiṭụ ba'ḍukum liba'ḍin 'aduww, wa lakum fil-arḍi mustaqarruw wa matā'un ilā ḥīn
7;25;1;قَالَ فِيْهَا تَحْيَوْنَ وَفِيْهَا تَمُوْتُوْنَ وَمِنْهَا تُخْرَجُوْنَ ࣖ;qāla fīhā taḥyauna wa fīhā tamụtụna wa min-hā tukhrajụn
7;26;1;يَا بَنِيْٓ اٰدَمَ قَدْ اَنْزَلْنَا عَلَيْكُمْ لِبَاسًا يُّوَارِيْ;yā banī ādama qad anzalnā 'alaikum libāsay yuwārī
7;26;2;سَوْاٰتِكُمْ وَرِيْشًاۗ وَلِبَاسُ التَّقْوٰى ذٰلِكَ خَيْرٌۗ; sau`ātikum warīsyā, wa libāsut-taqwā żālika khaīr
7;26;3;ذٰلِكَ مِنْ اٰيٰتِ اللّٰهِ لَعَلَّهُمْ يَذَّكَّرُوْنَ; żālika min āyātillāhi la'allahum yażżakkarụn
7;27;1;يٰبَنِيْٓ اٰدَمَ لَا يَفْتِنَنَّكُمُ الشَّيْطٰنُ كَمَآ اَخْرَجَ اَبَوَيْكُمْ;yā banī ādama lā yaftinannakumusy-syaiṭānu kamā akhraja abawaiku
7;27;2;مِّنَ الْجَنَّةِ يَنْزِعُ عَنْهُمَا لِبَاسَهُمَا لِيُرِيَهُمَا سَوْاٰتِهِمَا;minal-jannati yanzi'u 'an-humā libāsahumā liyuriyahumā sau`ātih
7;27;3;ۗاِنَّهٗ يَرٰىكُمْ هُوَ وَقَبِيْلُهٗ مِنْ حَيْثُ لَا تَرَوْنَهُمْۗ اِنَّا جَعَلْنَا; innahụ yarākum huwa wa qabīluhụ min ḥaiṡu lā taraunahum, innā ja'
7;27;4;الشَّيٰطِيْنَ اَوْلِيَاۤءَ لِلَّذِيْنَ لَا يُؤْمِنُوْنَ;nasy-syayāṭīna auliyā`a lillażīna lā yu`minụn
7;28;1;وَاِذَا فَعَلُوْا فَاحِشَةً قَالُوْا وَجَدْنَا عَلَيْهَآ اٰبَاۤءَنَا;wa iżā fa'alụ fāḥisyatang qālụ wajadnā 'alaihā ābā`an
7;28;2;وَاللّٰهُ اَمَرَنَا بِهَاۗ قُلْ اِنَّ اللّٰهَ لَا يَأْمُرُ بِالْفَحْشَاۤءِۗ; wallāhu amaranā bihā, qul innallāha lā ya`muru bil-faḥsyā`
7;28;3;اَتَقُوْلُوْنَ عَلَى اللّٰهِ مَا لَا تَعْلَمُوْنَ;a taqụlụna 'alallāhi mā lā ta'lamụn
7;29;1;قُلْ اَمَرَ رَبِّيْ بِالْقِسْطِۗ وَاَقِيْمُوْا وُجُوْهَكُمْ عِنْدَ كُلِّ مَسْجِدٍ;qul amara rabbī bil-qisṭ, wa aqīmụ wujụhakum 'inda kulli masjidi
7;29;2;وَّادْعُوْهُ مُخْلِصِيْنَ لَهُ الدِّيْنَ ەۗ كَمَا بَدَاَكُمْ تَعُوْدُوْنَۗ;w wad'ụhu mukhliṣīna lahud-dīn, kamā bada`akum ta'ụdụn
7;30;1;فَرِيْقًا هَدٰى وَفَرِيْقًا حَقَّ عَلَيْهِمُ الضَّلٰلَةُ ۗاِنَّهُمُ اتَّخَذُوا الشَّيٰطِيْنَ;farīqan hadā wa farīqan ḥaqqa 'alaihimuḍ-ḍalālah, innahumuttakhażusy-syayāṭīna
7;30;2;اَوْلِيَاۤءَ مِنْ دُوْنِ اللّٰهِ وَيَحْسَبُوْنَ اَنَّهُمْ مُّهْتَدُوْنَ; auliyā`a min dụnillāhi wa yaḥsabụna annahum muhtadụn
7;31;1;۞ يٰبَنِيْٓ اٰدَمَ خُذُوْا زِيْنَتَكُمْ عِنْدَ كُلِّ مَسْجِدٍ وَّكُلُوْا;yā banī ādama khużụ zīnatakum 'inda kulli masjidiw wa kul
7;31;2;وَاشْرَبُوْا وَلَا تُسْرِفُوْاۚ اِنَّهٗ لَا يُحِبُّ الْمُسْرِفِيْنَ ࣖ;syrabụ wa lā tusrifụ, innahụ lā yuḥibbul-musrifīn
7;32;1;قُلْ مَنْ حَرَّمَ زِيْنَةَ اللّٰهِ الَّتِيْٓ اَخْرَجَ لِعِبَادِهٖ وَالطَّيِّبٰتِ;qul man ḥarrama zīnatallāhillatī akhraja li'ibādihī waṭ-ṭayyibā
7;32;2;مِنَ الرِّزْقِۗ قُلْ هِيَ لِلَّذِيْنَ اٰمَنُوْا فِى الْحَيٰوةِ الدُّنْيَا خَالِصَةً;minar-rizq, qul hiya lillażīna āmanụ fil-ḥayātid-dun-yā khāliṣata
7;32;3;يَّوْمَ الْقِيٰمَةِۗ كَذٰلِكَ نُفَصِّلُ الْاٰيٰتِ لِقَوْمٍ يَّعْلَمُوْنَ; yaumal-qiyāmah, każālika nufaṣṣilul-āyāti liqaumiy ya'lam
7;33;1;قُلْ اِنَّمَا حَرَّمَ رَبِّيَ الْفَوَاحِشَ مَا ظَهَرَ مِنْهَا وَمَا بَطَنَ وَالْاِثْمَ;qul innamā ḥarrama rabbiyal-fawāḥisya mā ẓahara min-hā wa mā baṭana wal-
7;33;2;وَالْبَغْيَ بِغَيْرِ الْحَقِّ وَاَنْ تُشْرِكُوْا بِاللّٰهِ مَا لَمْ يُنَزِّلْ;l-bagya bigairil-ḥaqqi wa an tusyrikụ billāhi mā lam yunazzil
7;33;3;بِهٖ سُلْطٰنًا وَّاَنْ تَقُوْلُوْا عَلَى اللّٰهِ مَا لَا تَعْلَمُوْنَ;bihī sulṭānaw wa an taqụlụ 'alallāhi mā lā ta'lamụn
7;34;1;وَلِكُلِّ اُمَّةٍ اَجَلٌۚ فَاِذَا جَاۤءَ اَجَلُهُمْ لَا يَسْتَأْخِرُوْنَ سَاعَةً وَّلَا يَسْتَقْدِمُوْنَ;wa likulli ummatin ajal, fa iżā jā`a ajaluhum lā yasta`khirụna sā'ataw wa lā yastaqdimụn
7;35;1;يٰبَنِيْٓ اٰدَمَ اِمَّا يَأْتِيَنَّكُمْ رُسُلٌ مِّنْكُمْ يَقُصُّوْنَ عَلَيْكُمْ اٰيٰتِيْۙ;yā banī ādama immā ya`tiyannakum rusulum mingkum yaquṣṣụna 'alaikum āyāt
7;35;2;فَمَنِ اتَّقٰى وَاَصْلَحَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُوْنَ; fa manittaqā wa aṣlaḥa fa lā khaufun 'alaihim wa lā hum yaḥzan
7;36;1;وَالَّذِيْنَ كَذَّبُوْا بِاٰيٰتِنَا وَاسْتَكْبَرُوْا عَنْهَآ;llażīna każżabụ bi`āyātinā wastakbarụ 'an-hā 
7;36;2;اُولٰۤىِٕكَ اَصْحٰبُ النَّارِۚ هُمْ فِيْهَا خٰلِدُوْنَ;ulā`ika aṣ-ḥābun-nār, hum fīhā khālidụn
7;37;1;فَمَنْ اَظْلَمُ مِمَّنِ افْتَرٰى عَلَى اللّٰهِ كَذِبًا اَوْ كَذَّبَ بِاٰيٰتِهٖۗ اُولٰۤىِٕكَ;man aẓlamu mim maniftarā 'alallāhi każiban au każżaba bi`āyātih, ulā`ika
7;37;2;يَنَالُهُمْ نَصِيْبُهُمْ مِّنَ الْكِتٰبِۗ حَتّٰٓى اِذَا جَاۤءَتْهُمْ رُسُلُنَا يَتَوَفَّوْنَهُمْۙ;yanaluhum naṣībuhum minal-kitāb, ḥattā iżā jā`at-hum rusulunā yatawaffaunahu
7;37;3;قَالُوْٓا اَيْنَ مَا كُنْتُمْ تَدْعُوْنَ مِنْ دُوْنِ اللّٰهِ ۗقَالُوْا ضَلُّوْا عَنَّا;qālū aina mā kuntum tad'ụna min dụnillāh, qālụ ḍallụ 'annā
7;37;4;وَشَهِدُوْا عَلٰٓى اَنْفُسِهِمْ اَنَّهُمْ كَانُوْا كٰفِرِيْنَ;wa syahidụ 'alā anfusihim annahum kānụ kāfirīn
7;38;1;قَالَ ادْخُلُوْا فِيْٓ اُمَمٍ قَدْ خَلَتْ مِنْ قَبْلِكُمْ مِّنَ الْجِنِّ وَالْاِنْسِ فِى النَّارِۙ;qāladkhulụ fī umaming qad khalat ming qablikum minal-jinni wal-insi fin-nā
7;38;2;كُلَّمَا دَخَلَتْ اُمَّةٌ لَّعَنَتْ اُخْتَهَا ۗحَتّٰٓى اِذَا ادَّارَكُوْا فِيْهَا جَمِيْعًا;kullamā dakhalat ummatul la'anat ukhtahā, ḥattā iżad dārakụ fīhā jamī'a
7;38;3;ۙقَالَتْ اُخْرٰىهُمْ لِاُوْلٰىهُمْ رَبَّنَا هٰٓؤُلَاۤءِ اَضَلُّوْنَا فَاٰتِهِمْ عَذَابًا; qālat ukhrāhum li`ụlāhum rabbanā hā`ulā`i aḍallụnā fa ātihim 'ażāban
7;38;4;ضِعْفًا مِّنَ النَّارِ ەۗ قَالَ لِكُلٍّ ضِعْفٌ وَّلٰكِنْ لَّا تَعْلَمُوْنَ; ḍi'fam minan-nār, qāla likullin ḍi'fuw wa lākil lā ta'lamụn
7;39;1;وَقَالَتْ اُوْلٰىهُمْ لِاُخْرٰىهُمْ فَمَا كَانَ لَكُمْ عَلَيْنَا;wa qālat ụlāhum li`ukhrāhum fa mā kāna lakum 'ala
7;39;2;مِنْ فَضْلٍ فَذُوْقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْسِبُوْنَ ࣖ;min faḍlin fa żụqul-'ażāba bimā kuntum taksibụn
7;40;1;اِنَّ الَّذِيْنَ كَذَّبُوْا بِاٰيٰتِنَا وَاسْتَكْبَرُوْا عَنْهَا لَا تُفَتَّحُ;nallażīna każżabụ bi`āyātinā wastakbarụ 'an-hā lā tufattaḥ
7;40;2;لَهُمْ اَبْوَابُ السَّمَاۤءِ وَلَا يَدْخُلُوْنَ الْجَنَّةَ حَتّٰى يَلِجَ;lahum abwābus-samā`i wa lā yadkhulụnal-jannata ḥattā yalij
7;40;3;الْجَمَلُ فِيْ سَمِّ الْخِيَاطِ ۗ وَكَذٰلِكَ نَجْزِى الْمُجْرِمِيْنَ;l-jamalu fī sammil-khiyāṭ, wa każālika najzil-mujrim
7;41;1;لَهُمْ مِّنْ جَهَنَّمَ مِهَادٌ وَّمِنْ فَوْقِهِمْ غَوَاشٍۗ وَكَذٰلِكَ نَجْزِى الظّٰلِمِيْنَ;lahum min jahannama mihāduw wa min fauqihim gawāsy, wa każālika najziẓ-ẓālimīn
7;42;1;وَالَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ لَا نُكَلِّفُ نَفْسًا اِلَّا;wallażīna āmanụ wa 'amiluṣ-ṣāliḥāti lā nukallifu nafsan ill
7;42;2;وُسْعَهَآ اُولٰۤىِٕكَ اَصْحٰبُ الْجَنَّةِۚ هُمْ فِيْهَا خٰلِدُوْنَ; wus'ahā ulā`ika aṣ-ḥābul-jannah, hum fīhā khālid
7;43;1;وَنَزَعْنَا مَا فِيْ صُدُوْرِهِمْ مِّنْ غِلٍّ تَجْرِيْ مِنْ تَحْتِهِمُ الْانْهٰرُۚ;wa naza'nā mā fī ṣudụrihim min gillin tajrī min taḥtihimul-an-hā
7;43;2;وَقَالُوا الْحَمْدُ لِلّٰهِ الَّذِيْ هَدٰىنَا لِهٰذَاۗ وَمَا كُنَّا لِنَهْتَدِيَ;qālul-ḥamdu lillāhillażī hadānā lihāżā, wa mā kunnā linahtadiy
7;43;3;لَوْلَآ اَنْ هَدٰىنَا اللّٰهُ ۚ لَقَدْ جَاۤءَتْ رُسُلُ رَبِّنَا بِالْحَقِّۗ وَنُوْدُوْٓا;lau lā an hadānallāh, laqad jā`at rusulu rabbinā bil-ḥaqq, wa nụd
7;43;4;اَنْ تِلْكُمُ الْجَنَّةُ اُوْرِثْتُمُوْهَا بِمَا كُنْتُمْ تَعْمَلُوْنَ;an tilkumul-jannatu ụriṡtumụhā bimā kuntum ta'malụn
7;44;1;وَنَادٰٓى اَصْحٰبُ الْجَنَّةِ اَصْحٰبَ النَّارِ اَنْ قَدْ وَجَدْنَا مَا وَعَدَنَا;nādā aṣ-ḥābul-jannati aṣ-ḥāban-nāri ang qad wajadnā mā wa'ada
7;44;2;رَبُّنَا حَقًّا فَهَلْ وَجَدْتُّمْ مَّا وَعَدَ رَبُّكُمْ حَقًّا ۗقَالُوْا نَعَمْۚ; rabbunā ḥaqqan fa hal wajattum mā wa'ada rabbukum ḥaqqā, qālụ na'am
7;44;3;فَاَذَّنَ مُؤَذِّنٌۢ بَيْنَهُمْ اَنْ لَّعْنَةُ اللّٰهِ عَلَى الظّٰلِمِيْنَ; fa ażżana mu`ażżinum bainahum al la'natullāhi 'alaẓ-ẓālimīn
7;45;1;اَلَّذِيْنَ يَصُدُّوْنَ عَنْ سَبِيْلِ اللّٰهِ وَيَبْغُوْنَهَا عِوَجًاۚ وَهُمْ بِالْاٰخِرَةِ كٰفِرُوْنَۘ;allażīna yaṣuddụna 'an sabīlillāhi wa yabgụnahā 'iwajā, wa hum bil-ākhirati kāfirụn
7;46;1;وَبَيْنَهُمَا حِجَابٌۚ وَعَلَى الْاَعْرَافِ رِجَالٌ يَّعْرِفُوْنَ;wa bainahumā ḥijāb, wa 'alal-a'rāfi rijāluy ya'rifụ
7;46;2;كُلًّا ۢ بِسِيْمٰىهُمْۚ وَنَادَوْا اَصْحٰبَ الْجَنَّةِ اَنْ سَلٰمٌ;kullam bisīmāhum, wa nādau aṣ-ḥābal-jannati an salā
7;46;3;عَلَيْكُمْۗ لَمْ يَدْخُلُوْهَا وَهُمْ يَطْمَعُوْنَ; 'alaikum, lam yadkhulụhā wa hum yaṭma'
7;47;1;۞ وَاِذَا صُرِفَتْ اَبْصَارُهُمْ تِلْقَاۤءَ اَصْحٰبِ النَّارِۙ;wa iżā ṣurifat abṣāruhum tilqā`a aṣ-ḥābin-nāri 
7;47;2;قَالُوْا رَبَّنَا لَا تَجْعَلْنَا مَعَ الْقَوْمِ الظّٰلِمِيْنَ ࣖ; qālụ rabbanā lā taj'alnā ma'al-qaumiẓ-ẓālimīn
7;48;1;وَنَادٰٓى اَصْحٰبُ الْاَعْرَافِ رِجَالًا يَّعْرِفُوْنَهُمْ بِسِيْمٰىهُمْ;nādā aṣ-ḥābul-a'rāfi rijālay ya'rifụnahum bisīmāhum
7;48;2;قَالُوْا مَآ اَغْنٰى عَنْكُمْ جَمْعُكُمْ وَمَا كُنْتُمْ تَسْتَكْبِرُوْنَ; qālụ mā agnā 'angkum jam'ukum wa mā kuntum tastakbir
7;49;1;اَهٰٓؤُلَاۤءِ الَّذِيْنَ اَقْسَمْتُمْ لَا يَنَالُهُمُ اللّٰهُ بِرَحْمَةٍۗ;a hā`ulā`illażīna aqsamtum lā yanaluhumullāhu biraḥmah, ud
7;49;2;اُدْخُلُوا الْجَنَّةَ لَا خَوْفٌ عَلَيْكُمْ وَلَآ اَنْتُمْ تَحْزَنُوْنَ; udkhulul-jannata lā khaufun 'alaikum wa lā antum taḥzan
7;50;1;وَنَادٰٓى اَصْحٰبُ النَّارِ اَصْحٰبَ الْجَنَّةِ اَنْ اَفِيْضُوْا عَلَيْنَا مِنَ الْمَاۤءِ;nādā aṣ-ḥābun-nāri aṣ-ḥābal-jannati an afīḍụ 'alainā minal-mā`
7;50;2;اَوْ مِمَّا رَزَقَكُمُ اللّٰهُ ۗقَالُوْٓا اِنَّ اللّٰهَ حَرَّمَهُمَا عَلَى الْكٰفِرِيْنَۙ; au mimmā razaqakumullāh, qālū innallāha ḥarramahumā 'alal-kāfirīn
7;51;1;الَّذِيْنَ اتَّخَذُوْا دِيْنَهُمْ لَهْوًا وَّلَعِبًا وَّغَرَّتْهُمُ;lażīnattakhażụ dīnahum lahwaw wa la'ibaw wa garrat-hu
7;51;2;الْحَيٰوةُ الدُّنْيَاۚ فَالْيَوْمَ نَنْسٰىهُمْ كَمَا نَسُوْا لِقَاۤءَ;l-ḥayātud-dun-yā, fal-yauma nansāhum kamā nasụ liqā`
7;51;3;يَوْمِهِمْ هٰذَاۙ وَمَا كَانُوْا بِاٰيٰتِنَا يَجْحَدُوْنَ;yaumihim hāżā wa mā kānụ bi`āyātinā yaj-ḥad
7;52;1;وَلَقَدْ جِئْنٰهُمْ بِكِتٰبٍ فَصَّلْنٰهُ عَلٰى عِلْمٍ هُدًى وَّرَحْمَةً لِّقَوْمٍ يُّؤْمِنُوْنَ;wa laqad ji`nāhum bikitābin faṣṣalnāhu 'alā 'ilmin hudaw wa raḥmatal liqaumiy yu`minụn
7;53;1;هَلْ يَنْظُرُوْنَ اِلَّا تَأْوِيْلَهٗۗ يَوْمَ يَأْتِيْ تَأْوِيْلُهٗ يَقُوْلُ الَّذِيْنَ;hal yanẓurụna illā ta`wīlah, yauma ya`tī ta`wīluhụ yaqụlullażī
7;53;2;نَسُوْهُ مِنْ قَبْلُ قَدْ جَاۤءَتْ رُسُلُ رَبِّنَا بِالْحَقِّۚ فَهَلْ لَّنَا مِنْ شُفَعَاۤءَ;nasụhu ming qablu qad jā`at rusulu rabbinā bil-ḥaqq, fa hal lanā min syufa'ā`
7;53;3;فَيَشْفَعُوْا لَنَآ اَوْ نُرَدُّ فَنَعْمَلَ غَيْرَ الَّذِيْ كُنَّا نَعْمَلُۗ قَدْ;fa yasyfa'ụ lanā au nuraddu fa na'mala gairallażī kunnā na'mal, q
7;53;4;خَسِرُوْٓا اَنْفُسَهُمْ وَضَلَّ عَنْهُمْ مَّا كَانُوْا يَفْتَرُوْنَ ࣖ;khasirū anfusahum wa ḍalla 'an-hum mā kānụ yaftarụn
7;54;1;اِنَّ رَبَّكُمُ اللّٰهُ الَّذِيْ خَلَقَ السَّمٰوٰتِ وَالْاَرْضَ فِيْ سِتَّةِ;na rabbakumullāhullażī khalaqas-samāwāti wal-arḍa fī sittati
7;54;2;اَيَّامٍ ثُمَّ اسْتَوٰى عَلَى الْعَرْشِۗ يُغْشِى الَّيْلَ النَّهَارَ يَطْلُبُهٗ;ayyāmin ṡummastawā 'alal-'arsy, yugsyil-lailan-nahāra yaṭlubuh
7;54;3;حَثِيْثًاۙ وَّالشَّمْسَ وَالْقَمَرَ وَالنُّجُوْمَ مُسَخَّرٰتٍۢ بِاَمْرِهٖٓ;ḥaṡīṡaw wasy-syamsa wal-qamara wan-nujụma musakhkharātim bi`am
7;54;4;ۙاَلَا لَهُ الْخَلْقُ وَالْاَمْرُۗ تَبٰرَكَ اللّٰهُ رَبُّ الْعٰلَمِيْنَ; alā lahul-khalqu wal-amr, tabārakallāhu rabbul-'ālam
7;55;1;اُدْعُوْا رَبَّكُمْ تَضَرُّعًا وَّخُفْيَةً ۗاِنَّهٗ لَا يُحِبُّ الْمُعْتَدِيْنَۚ;ud'ụ rabbakum taḍarru'aw wa khufyah, innahụ lā yuḥibbul-mu'tadīn
7;56;1;وَلَا تُفْسِدُوْا فِى الْاَرْضِ بَعْدَ اِصْلَاحِهَا وَادْعُوْهُ خَوْفًا;wa lā tufsidụ fil-arḍi ba'da iṣlāḥihā wad'ụhu khauf
7;56;2;وَّطَمَعًاۗ اِنَّ رَحْمَتَ اللّٰهِ قَرِيْبٌ مِّنَ الْمُحْسِنِيْنَ;wa ṭama'ā, inna raḥmatallāhi qarībum minal-muḥsinī
7;57;1;وَهُوَ الَّذِيْ يُرْسِلُ الرِّيٰحَ بُشْرًاۢ بَيْنَ يَدَيْ رَحْمَتِهٖۗ;wa huwallażī yursilur-riyāḥa busyram baina yadai raḥmatih
7;57;2;حَتّٰٓى اِذَآ اَقَلَّتْ سَحَابًا ثِقَالًا سُقْنٰهُ لِبَلَدٍ مَّيِّتٍ;ḥattā iżā aqallat saḥāban ṡiqālan suqnāhu libaladim mayyitin
7;57;3;فَاَنْزَلْنَا بِهِ الْمَاۤءَ فَاَخْرَجْنَا بِهٖ مِنْ كُلِّ الثَّمَرٰتِۗ;fa anzalnā bihil-mā`a fa akhrajnā bihī ming kulliṡ-ṡamarāt
7;57;4;كَذٰلِكَ نُخْرِجُ الْمَوْتٰى لَعَلَّكُمْ تَذَكَّرُوْنَ;każālika nukhrijul-mautā la'allakum tażakkarụn
7;58;1;وَالْبَلَدُ الطَّيِّبُ يَخْرُجُ نَبَاتُهٗ بِاِذْنِ رَبِّهٖۚ وَالَّذِيْ خَبُثَ لَا;baladuṭ-ṭayyibu yakhruju nabātuhụ bi`iżni rabbih, wallażī khabuṡa lā
7;58;2;يَخْرُجُ اِلَّا نَكِدًاۗ كَذٰلِكَ نُصَرِّفُ الْاٰيٰتِ لِقَوْمٍ يَّشْكُرُوْنَ ࣖ; yakhruju illā nakidā, każālika nuṣarriful-āyāti liqaumiy yasykurụn
7;59;1;لَقَدْ اَرْسَلْنَا نُوْحًا اِلٰى قَوْمِهٖ فَقَالَ يٰقَوْمِ اعْبُدُوا اللّٰهَ مَا;laqad arsalnā nụḥan ilā qaumihī fa qāla yā qaumi'budullāha 
7;59;2;لَكُمْ مِّنْ اِلٰهٍ غَيْرُهٗۗ اِنِّيْٓ اَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ عَظِيْمٍ; lakum min ilāhin gairuh, innī akhāfu 'alaikum 'ażāba yaumin 'aẓīm
7;60;1;قَالَ الْمَلَاُ مِنْ قَوْمِهٖٓ اِنَّا لَنَرٰىكَ فِيْ ضَلٰلٍ مُّبِيْنٍ;qālal-mala`u ming qaumihī innā lanarāka fī ḍalālim mubīn
7;61;1;قَالَ يٰقَوْمِ لَيْسَ بِيْ ضَلٰلَةٌ وَّلٰكِنِّيْ رَسُوْلٌ مِّنْ رَّبِّ الْعٰلَمِيْنَ;qāla yā qaumi laisa bī ḍalālatuw wa lākinnī rasụlum mir rabbil-'ālamīn
7;62;1;اُبَلِّغُكُمْ رِسٰلٰتِ رَبِّيْ وَاَنْصَحُ لَكُمْ وَاَعْلَمُ مِنَ اللّٰهِ مَا لَا تَعْلَمُوْنَ;uballigukum risālāti rabbī wa anṣaḥu lakum wa a'lamu minallāhi mā lā ta'lamụn
7;63;1;اَوَعَجِبْتُمْ اَنْ جَاۤءَكُمْ ذِكْرٌ مِّنْ رَّبِّكُمْ عَلٰى رَجُلٍ مِّنْكُمْ;wa 'ajibtum an jā`akum żikrum mir rabbikum 'alā rajulim mingkum
7;63;2;لِيُنْذِرَكُمْ وَلِتَتَّقُوْا وَلَعَلَّكُمْ تُرْحَمُوْنَ;liyunżirakum wa litattaqụ wa la'allakum tur-ḥam
7;64;1;فَكَذَّبُوْهُ فَاَنْجَيْنٰهُ وَالَّذِيْنَ مَعَهٗ فِى الْفُلْكِ وَاَغْرَقْنَا;fa każżabụhu fa anjaināhu wallażīna ma'ahụ fil-fulki wa agra
7;64;2;الَّذِيْنَ كَذَّبُوْا بِاٰيٰتِنَاۗ اِنَّهُمْ كَانُوْا قَوْمًا عَمِيْنَ ࣖ;llażīna każżabụ bi`āyātinā, innahum kānụ qauman 'amīn
7;65;1;۞ وَاِلٰى عَادٍ اَخَاهُمْ هُوْدًاۗ قَالَ يٰقَوْمِ اعْبُدُوا اللّٰهَ;wa ilā 'ādin akhāhum hụdā, qāla yā qaumi'budullāha
7;65;2;مَا لَكُمْ مِّنْ اِلٰهٍ غَيْرُهٗۗ اَفَلَا تَتَّقُوْنَ;mā lakum min ilāhin gairuh, a fa lā tattaq
7;66;1;قَالَ الْمَلَاُ الَّذِيْنَ كَفَرُوْا مِنْ قَوْمِهٖٓ اِنَّا لَنَرٰىكَ;qālal-mala`ullażīna kafarụ ming qaumihī innā lana
7;66;2;فِيْ سَفَاهَةٍ وَّاِنَّا لَنَظُنُّكَ مِنَ الْكٰذِبِيْنَ;fī safāhatiw wa innā lanaẓunnuka minal-kāżibī
7;67;1;قَالَ يٰقَوْمِ لَيْسَ بِيْ سَفَاهَةٌ وَّلٰكِنِّيْ رَسُوْلٌ مِّنْ رَّبِّ الْعٰلَمِيْنَ;qāla yā qaumi laisa bī safāhatuw wa lākinnī rasụlum mir rabbil-'ālamīn
7;68;1;اُبَلِّغُكُمْ رِسٰلٰتِ رَبِّيْ وَاَنَا۠ لَكُمْ نَاصِحٌ اَمِيْنٌ;uballigukum risālāti rabbī wa ana lakum nāṣiḥun amīn
7;69;1;اَوَعَجِبْتُمْ اَنْ جَاۤءَكُمْ ذِكْرٌ مِّنْ رَّبِّكُمْ عَلٰى رَجُلٍ مِّنْكُمْ لِيُنْذِرَكُمْۗ;a wa 'ajibtum an jā`akum żikrum mir rabbikum 'alā rajulim mingkum liyunżiraku
7;69;2;وَاذْكُرُوْٓا اِذْ جَعَلَكُمْ خُلَفَاۤءَ مِنْۢ بَعْدِ قَوْمِ نُوْحٍ وَّزَادَكُمْ فِى الْخَلْقِ;ważkurū iż ja'alakum khulafā`a mim ba'di qaumi nụḥiw wa zādakum fil-khalq
7;69;3;بَصْۣطَةً ۚفَاذْكُرُوْٓا اٰلَاۤءَ اللّٰهِ لَعَلَّكُمْ تُفْلِحُوْنَ;lqi baṣṭah, fażkurū ālā`allāhi la'allakum tufliḥụn
7;70;1;قَالُوْٓا اَجِئْتَنَا لِنَعْبُدَ اللّٰهَ وَحْدَهٗ وَنَذَرَ مَا كَانَ يَعْبُدُ;qālū a ji`tanā lina'budallāha waḥdahụ wa nażara mā kāna ya'b
7;70;2;اٰبَاۤؤُنَاۚ فَأْتِنَا بِمَا تَعِدُنَآ اِنْ كُنْتَ مِنَ الصّٰدِقِيْنَ;ābā`unā, fa`tinā bimā ta'idunā ing kunta minaṣ-ṣādiqīn
7;71;1;قَالَ قَدْ وَقَعَ عَلَيْكُمْ مِّنْ رَّبِّكُمْ رِجْسٌ وَّغَضَبٌۗ اَتُجَادِلُوْنَنِيْ;qāla qad waqa'a 'alaikum mir rabbikum rijsuw wa gaḍab, a tujādilụnan
7;71;2;فِيْٓ اَسْمَاۤءٍ سَمَّيْتُمُوْهَآ اَنْتُمْ وَاٰبَاۤؤُكُمْ مَّا نَزَّلَ اللّٰهُ; fī asmā`in sammaitumụhā antum wa ābā`ukum mā nazzalallāhu
7;71;3;بِهَا مِنْ سُلْطٰنٍۗ فَانْتَظِرُوْٓا اِنِّيْ مَعَكُمْ مِّنَ الْمُنْتَظِرِيْنَ; bihā min sulṭān, fantaẓirū innī ma'akum minal-muntaẓirīn
7;72;1;فَاَنْجَيْنٰهُ وَالَّذِيْنَ مَعَهٗ بِرَحْمَةٍ مِّنَّا وَقَطَعْنَا دَابِرَ; anjaināhu wallażīna ma'ahụ biraḥmatim minnā wa qaṭa'nā dābira
