sura;aya;kemenag;transliteration_id;transcript
4;48;اِنَّ اللّٰهَ لَا يَغْفِرُ اَنْ يُّشْرَكَ بِهٖ وَيَغْفِرُ مَا دُوْنَ ذٰلِكَ لِمَنْ يَّشَاۤءُ ۚ وَمَنْ يُّشْرِكْ بِاللّٰهِ فَقَدِ افْتَرٰٓى اِثْمًا عَظِيْمًا ;innallāha lā yagfiru ay yusyraka bihī wa yagfiru mā dụna żālika limay yasyā`, wa may yusyrik billāhi fa qadiftarā iṡman 'aẓīmā;in nall llā ha lā yag fi ru ay yusy ra ka bi hī wa yag fi ru mā dụ na żā li ka li may ya syā` , wa may yusy rik bil lā hi fa qa dif ta rā iṡ man 'a ẓī mā
4;49;اَلَمْ تَرَ اِلَى الَّذِيْنَ يُزَكُّوْنَ اَنْفُسَهُمْ ۗ بَلِ اللّٰهُ يُزَكِّيْ مَنْ يَّشَاۤءُ وَلَا يُظْلَمُوْنَ فَتِيْلًا ;a lam tara ilallażīna yuzakkụna anfusahum, balillāhu yuzakkī may yasyā`u wa lā yuẓlamụna fatīlā;a lam ta ra i lal la żī na yu zak kụ na an fu sa hum , ba lil lā hu yu zak kī may ya syā `u wa lā yuẓ la mụ na fa tī lā
4;50;اُنْظُرْ كَيْفَ يَفْتَرُوْنَ عَلَى اللّٰهِ الْكَذِبَۗ  وَكَفٰى بِهٖٓ اِثْمًا مُّبِيْنًا ࣖ ;unẓur kaifa yaftarụna 'alallāhil-każib, wa kafā bihī iṡmam mubīnā;un ẓur kai fa yaf ta rụ na 'a lall llā hil ka żib , wa ka fā bi hī iṡ mam mu bī nā
4;51;اَلَمْ تَرَ اِلَى الَّذِيْنَ اُوْتُوْا نَصِيْبًا مِّنَ الْكِتٰبِ يُؤْمِنُوْنَ بِالْجِبْتِ وَالطَّاغُوْتِ وَيَقُوْلُوْنَ لِلَّذِيْنَ كَفَرُوْا هٰٓؤُلَاۤءِ اَهْدٰى مِنَ الَّذِيْنَ اٰمَنُوْا سَبِيْلًا ;a lam tara ilallażīna ụtụ naṣībam minal-kitābi yu`minụna bil-jibti waṭ-ṭāgụti wa yaqụlụna lillażīna kafarụ hā`ulā`i ahdā minallażīna āmanụ sabīlā;a lam ta ra i lal la żī na ụ tụ na ṣī bam mi nal ki tā bi yu` mi nụ na bil jib ti waṭ ṭā gụ ti wa ya qụ lụ na lil la żī na ka fa rụ hā `u lā `i ah dā mi nal la żī na ā ma nụ sa bī lā
4;52;اُولٰۤىِٕكَ الَّذِيْنَ لَعَنَهُمُ اللّٰهُ ۗوَمَنْ يَّلْعَنِ اللّٰهُ فَلَنْ تَجِدَ لَهٗ نَصِيْرًا ;ulā`ikallażīna la'anahumullāh, wa may yal'anillāhu fa lan tajida lahụ naṣīrā;u lā `i kal la żī na la 'a na hu mull llāh , wa may yal 'a nil lā hu fa lan ta ji da la hụ na ṣī rā
4;53;اَمْ لَهُمْ نَصِيْبٌ مِّنَ الْمُلْكِ فَاِذًا لَّا يُؤْتُوْنَ النَّاسَ نَقِيْرًاۙ;am lahum naṣībum minal-mulki fa iżal lā yu`tụnan-nāsa naqīrā;am la hum na ṣī bum mi nal mul ki fa i żal lā yu` tụ nan nā sa na qī rā
4;54;اَمْ يَحْسُدُوْنَ النَّاسَ عَلٰى مَآ اٰتٰىهُمُ اللّٰهُ مِنْ فَضْلِهٖۚ فَقَدْ اٰتَيْنَآ اٰلَ اِبْرٰهِيْمَ الْكِتٰبَ وَالْحِكْمَةَ وَاٰتَيْنٰهُمْ مُّلْكًا عَظِيْمًا ;am yaḥsudụnan-nāsa 'alā mā ātāhumullāhu min faḍlih, fa qad ātainā āla ibrāhīmal-kitāba wal-ḥikmata wa ātaināhum mulkan 'aẓīmā;am yaḥ su dụ nan nā sa 'a lā mā ā tā hu mull llā hu min faḍ lih , fa qad ā tai nā ā la ib rā hī mal ki tā ba wal ḥik ma ta wa ā tai nā hum mul kan 'a ẓī mā
4;55;فَمِنْهُمْ مَّنْ اٰمَنَ بِهٖ وَمِنْهُمْ مَّنْ صَدَّ عَنْهُ ۗ وَكَفٰى بِجَهَنَّمَ سَعِيْرًا;fa min-hum man āmana bihī wa min-hum man ṣadda 'an-h, wa kafā bijahannama sa'īrā;fa min hum man ā ma na bi hī wa min hum man ṣad da 'an h , wa ka fā bi ja han na ma sa 'ī rā
4;56;اِنَّ الَّذِيْنَ كَفَرُوْا بِاٰيٰتِنَا سَوْفَ نُصْلِيْهِمْ نَارًاۗ كُلَّمَا نَضِجَتْ جُلُوْدُهُمْ بَدَّلْنٰهُمْ جُلُوْدًا غَيْرَهَا لِيَذُوْقُوا الْعَذَابَۗ اِنَّ اللّٰهَ كَانَ عَزِيْزًا حَكِيْمًا ;innallażīna kafarụ bi`āyātinā saufa nuṣlīhim nārā, kullamā naḍijat julụduhum baddalnāhum julụdan gairahā liyażụqul-'ażāb, innallāha kāna 'azīzan ḥakīmā;in nal la żī na ka fa rụ bi `ā yā ti nā sau fa nuṣ lī him nā rā , kul la mā na ḍi jat ju lụ du hum bad dal nā hum ju lụ dan gai ra hā li ya żụ qul 'a żāb , in nall llā ha kā na 'a zī zan ḥa kī mā
4;57;وَالَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ سَنُدْخِلُهُمْ جَنّٰتٍ تَجْرِيْ مِنْ تَحْتِهَا الْاَنْهٰرُ خٰلِدِيْنَ فِيْهَآ اَبَدًاۗ  لَهُمْ فِيْهَآ اَزْوَاجٌ مُّطَهَّرَةٌ ۙ وَّنُدْخِلُهُمْ ظِلًّا ظَلِيْلًا ;wallażīna āmanụ wa 'amiluṣ-ṣāliḥāti sanudkhiluhum jannātin tajrī min taḥtihal-an-hāru khālidīna fīhā abadā, lahum fīhā azwājum muṭahharatuw wa nudkhiluhum ẓillan ẓalīlā;wal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti sa nud khi lu hum jan nā tin taj rī min taḥ ti hal an hā ru khā li dī na fī hā a ba dā , la hum fī hā az wā jum mu ṭah ha ra tuw wa nud khi lu hum ẓil lan ẓa lī lā
4;58;۞ اِنَّ اللّٰهَ يَأْمُرُكُمْ اَنْ تُؤَدُّوا الْاَمٰنٰتِ اِلٰٓى اَهْلِهَاۙ وَاِذَا حَكَمْتُمْ بَيْنَ النَّاسِ اَنْ تَحْكُمُوْا بِالْعَدْلِ ۗ اِنَّ اللّٰهَ نِعِمَّا يَعِظُكُمْ بِهٖ ۗ اِنَّ اللّٰهَ كَانَ سَمِيْعًاۢ بَصِيْرًا;innallāha ya`murukum an tu`addul-amānāti ilā ahlihā wa iżā ḥakamtum bainan-nāsi an taḥkumụ bil-'adl, innallāha ni'immā ya'iẓukum bih, innallāha kāna samī'am baṣīrā;in nall llā ha ya` mu ru kum an tu `ad dul a mā nā ti i lā ah li hā wa i żā ḥa kam tum bai nan nā si an taḥ ku mụ bil 'adl , in nall llā ha ni 'im mā ya 'i ẓu kum bih , in nall llā ha kā na sa mī 'am ba ṣī rā
4;59;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوْٓا اَطِيْعُوا اللّٰهَ وَاَطِيْعُوا الرَّسُوْلَ وَاُولِى الْاَمْرِ مِنْكُمْۚ  فَاِنْ تَنَازَعْتُمْ فِيْ شَيْءٍ فَرُدُّوْهُ اِلَى اللّٰهِ وَالرَّسُوْلِ اِنْ كُنْتُمْ تُؤْمِنُوْنَ بِاللّٰهِ وَالْيَوْمِ الْاٰخِرِۗ ذٰلِكَ خَيْرٌ وَّاَحْسَنُ تَأْوِيْلًا ࣖ ;yā ayyuhallażīna āmanū aṭī'ullāha wa aṭī'ur-rasụla wa ulil-amri mingkum, fa in tanāza'tum fī syai`in fa ruddụhu ilallāhi war-rasụli ing kuntum tu`minụna billāhi wal-yaumil-ākhir, żālika khairuw wa aḥsanu ta`wīlā;yā ay yu hal la żī na ā ma nū a ṭī 'ull llā ha wa a ṭī 'ur ra sụ la wa u lil am ri ming kum , fa in ta nā za' tum fī syai `in fa rud dụ hu i lall llā hi war ra sụ li ing kun tum tu` mi nụ na bil lā hi wal yau mil ā khir , żā li ka khai ruw wa aḥ sa nu ta` wī lā
4;60;اَلَمْ تَرَ اِلَى الَّذِيْنَ يَزْعُمُوْنَ اَنَّهُمْ اٰمَنُوْا بِمَآ اُنْزِلَ اِلَيْكَ وَمَآ اُنْزِلَ مِنْ قَبْلِكَ يُرِيْدُوْنَ اَنْ يَّتَحَاكَمُوْٓا اِلَى الطَّاغُوْتِ وَقَدْ اُمِرُوْٓا اَنْ يَّكْفُرُوْا بِهٖ ۗوَيُرِيْدُ الشَّيْطٰنُ اَنْ يُّضِلَّهُمْ ضَلٰلًا ۢ بَعِيْدًا;a lam tara ilallażīna yaz'umụna annahum āmanụ bimā unzila ilaika wa mā unzila ming qablika yurīdụna ay yataḥākamū ilaṭ-ṭāgụti wa qad umirū ay yakfurụ bih, wa yurīdusy-syaiṭānu ay yuḍillahum ḍalālam ba'īdā;a lam ta ra i lal la żī na yaz 'u mụ na an na hum ā ma nụ bi mā un zi la i lai ka wa mā un zi la ming qab li ka yu rī dụ na ay ya ta ḥā ka mū i laṭ ṭā gụ ti wa qad u mi rū ay yak fu rụ bih , wa yu rī dusy syai ṭā nu ay yu ḍil la hum ḍa lā lam ba 'ī dā
4;61;وَاِذَا قِيْلَ لَهُمْ تَعَالَوْا اِلٰى مَآ اَنْزَلَ اللّٰهُ وَاِلَى الرَّسُوْلِ رَاَيْتَ الْمُنٰفِقِيْنَ يَصُدُّوْنَ عَنْكَ صُدُوْدًاۚ;wa iżā qīla lahum ta'ālau ilā mā anzalallāhu wa ilar-rasụli ra`aital-munāfiqīna yaṣuddụna 'angka ṣudụdā;wa i żā qī la la hum ta 'ā lau i lā mā an za lall llā hu wa i lar ra sụ li ra `ai tal mu nā fi qī na ya ṣud dụ na 'ang ka ṣu dụ dā
4;62;فَكَيْفَ اِذَآ اَصَابَتْهُمْ مُّصِيْبَةٌ ۢبِمَا قَدَّمَتْ اَيْدِيْهِمْ ثُمَّ جَاۤءُوْكَ يَحْلِفُوْنَ بِاللّٰهِ ۖاِنْ اَرَدْنَآ اِلَّآ اِحْسَانًا وَّتَوْفِيْقًا ;fa kaifa iżā aṣābat-hum muṣībatum bimā qaddamat aidīhim ṡumma jā`ụka yaḥlifụna billāhi in aradnā illā iḥsānaw wa taufīqā;fa kai fa i żā a ṣā bat hum mu ṣī ba tum bi mā qad da mat ai dī him ṡum ma jā `ụ ka yaḥ li fụ na bil lā hi in a rad nā il lā iḥ sā naw wa tau fī qā
4;63;اُولٰۤىِٕكَ الَّذِيْنَ يَعْلَمُ اللّٰهُ مَا فِيْ قُلُوْبِهِمْ فَاَعْرِضْ عَنْهُمْ وَعِظْهُمْ وَقُلْ لَّهُمْ فِيْٓ  اَنْفُسِهِمْ قَوْلًا ۢ بَلِيْغًا ;ulā`ikallażīna ya'lamullāhu mā fī qulụbihim fa a'riḍ 'an-hum wa'iẓ-hum wa qul lahum fī anfusihim qaulam balīgā;u lā `i kal la żī na ya' la mull llā hu mā fī qu lụ bi him fa a' riḍ 'an hum wa 'iẓ hum wa qul la hum fī an fu si him qau lam ba lī gā
4;64;وَمَآ  اَرْسَلْنَا مِنْ رَّسُوْلٍ اِلَّا لِيُطَاعَ بِاِذْنِ اللّٰهِ ۗوَلَوْ اَنَّهُمْ اِذْ ظَّلَمُوْٓا اَنْفُسَهُمْ جَاۤءُوْكَ فَاسْتَغْفَرُوا اللّٰهَ وَاسْتَغْفَرَ لَهُمُ الرَّسُوْلُ لَوَجَدُوا اللّٰهَ تَوَّابًا رَّحِيْمًا ;wa mā arsalnā mir rasụlin illā liyuṭā'a bi`iżnillāh, walau annahum iż ẓalamū anfusahum jā`ụka fastagfarullāha wastagfara lahumur-rasụlu lawajadullāha tawwābar raḥīmā;wa mā ar sal nā mir ra sụ lin il lā li yu ṭā 'a bi `iż nil lāh , wa lau an na hum iż ẓa la mū an fu sa hum jā `ụ ka fas tag fa rull llā ha was tag fa ra la hu mur ra sụ lu la wa ja dull llā ha taw wā bar ra ḥī mā
4;65;فَلَا وَرَبِّكَ لَا يُؤْمِنُوْنَ حَتّٰى يُحَكِّمُوْكَ فِيْمَا شَجَرَ بَيْنَهُمْ ثُمَّ لَا يَجِدُوْا فِيْٓ اَنْفُسِهِمْ حَرَجًا مِّمَّا قَضَيْتَ وَيُسَلِّمُوْا تَسْلِيْمًا ;fa lā wa rabbika lā yu`minụna ḥattā yuḥakkimụka fīmā syajara bainahum ṡumma lā yajidụ fī anfusihim ḥarajam mimmā qaḍaita wa yusallimụ taslīmā;fa lā wa rab bi ka lā yu` mi nụ na ḥat tā yu ḥak ki mụ ka fī mā sya ja ra bai na hum ṡum ma lā ya ji dụ fī an fu si him ḥa ra jam mim mā qa ḍai ta wa yu sal li mụ tas lī mā
4;66;وَلَوْ اَنَّا كَتَبْنَا عَلَيْهِمْ اَنِ اقْتُلُوْٓا اَنْفُسَكُمْ اَوِ اخْرُجُوْا مِنْ دِيَارِكُمْ مَّا فَعَلُوْهُ اِلَّا قَلِيْلٌ مِّنْهُمْ ۗوَلَوْ اَنَّهُمْ فَعَلُوْا مَا يُوْعَظُوْنَ بِهٖ لَكَانَ خَيْرًا لَّهُمْ وَاَشَدَّ تَثْبِيْتًاۙ;walau annā katabnā 'alaihim aniqtulū anfusakum awikhrujụ min diyārikum mā fa'alụhu illā qalīlum min-hum, walau annahum fa'alụ mā yụ'aẓụna bihī lakāna khairal lahum wa asyadda taṡbītā;wa lau an nā ka tab nā 'a lai him a niq tu lū an fu sa kum a wikh ru jụ min di yā ri kum mā fa 'a lụ hu il lā qa lī lum min hum , wa lau an na hum fa 'a lụ mā yụ 'a ẓụ na bi hī la kā na khai ral la hum wa a syad da taṡ bī tā
4;67;وَّاِذًا لَّاٰ تَيْنٰهُمْ مِّنْ لَّدُنَّآ اَجْرًا عَظِيْمًاۙ;wa iżal la`ātaināhum mil ladunnā ajran 'aẓīmā;wa i żal la `ā tai nā hum mil la dun nā aj ran 'a ẓī mā
4;68;وَّلَهَدَيْنٰهُمْ صِرَاطًا مُّسْتَقِيْمًا ;wa lahadaināhum ṣirāṭam mustaqīmā;wa la ha dai nā hum ṣi rā ṭam mus ta qī mā
4;69;وَمَنْ يُّطِعِ اللّٰهَ وَالرَّسُوْلَ فَاُولٰۤىِٕكَ مَعَ الَّذِيْنَ اَنْعَمَ اللّٰهُ عَلَيْهِمْ مِّنَ النَّبِيّٖنَ وَالصِّدِّيْقِيْنَ وَالشُّهَدَاۤءِ وَالصّٰلِحِيْنَ ۚ وَحَسُنَ اُولٰۤىِٕكَ رَفِيْقًا ;wa may yuṭi'illāha war-rasụla fa ulā`ika ma'allażīna an'amallāhu 'alaihim minan-nabiyyīna waṣ-ṣiddīqīna wasy-syuhadā`i waṣ-ṣāliḥīn, wa ḥasuna ulā`ika rafīqā;wa may yu ṭi 'il lā ha war ra sụ la fa u lā `i ka ma 'al la żī na an 'a mall llā hu 'a lai him mi nan na biy yī na waṣ ṣid dī qī na wasy syu ha dā `i waṣ ṣā li ḥīn , wa ḥa su na u lā `i ka ra fī qā
4;70;ذٰلِكَ الْفَضْلُ مِنَ اللّٰهِ ۗوَكَفٰى بِاللّٰهِ عَلِيْمًا ࣖ;żālikal-faḍlu minallāh, wa kafā billāhi 'alīmā;żā li kal faḍ lu mi nall llāh , wa ka fā bil lā hi 'a lī mā
4;71;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوْا خُذُوْا حِذْرَكُمْ فَانْفِرُوْا ثُبَاتٍ اَوِ انْفِرُوْا جَمِيْعًا ;yā ayyuhallażīna āmanụ khużụ ḥiżrakum fanfirụ ṡubātin awinfirụ jamī'ā;yā ay yu hal la żī na ā ma nụ khu żụ ḥiż ra kum fan fi rụ ṡu bā tin a win fi rụ ja mī 'ā
4;72;وَاِنَّ مِنْكُمْ لَمَنْ لَّيُبَطِّئَنَّۚ فَاِنْ اَصَابَتْكُمْ مُّصِيْبَةٌ قَالَ قَدْ اَنْعَمَ اللّٰهُ عَلَيَّ اِذْ لَمْ اَكُنْ مَّعَهُمْ شَهِيْدًا ;wa inna mingkum lamal layubaṭṭi`ann, fa in aṣābatkum muṣībatung qāla qad an'amallāhu 'alayya iż lam akum ma'ahum syahīdā;wa in na ming kum la mal la yu baṭ ṭi `ann , fa in a ṣā bat kum mu ṣī ba tung qā la qad an 'a mall llā hu 'a lay ya iż lam a kum ma 'a hum sya hī dā
4;73;وَلَىِٕنْ اَصَابَكُمْ فَضْلٌ مِّنَ اللّٰهِ لَيَقُوْلَنَّ كَاَنْ لَّمْ تَكُنْۢ بَيْنَكُمْ وَبَيْنَهٗ مَوَدَّةٌ يّٰلَيْتَنِيْ كُنْتُ مَعَهُمْ فَاَفُوْزَ فَوْزًا عَظِيْمًا ;wa la`in aṣābakum faḍlum minallāhi layaqụlanna ka`al lam takum bainakum wa bainahụ mawaddatuy yā laitanī kuntu ma'ahum fa afụza fauzan 'aẓīmā;wa la `in a ṣā ba kum faḍ lum mi nall llā hi la ya qụ lan na ka `al lam ta kum bai na kum wa bai na hụ ma wad da tuy yā lai ta nī kun tu ma 'a hum fa a fụ za fau zan 'a ẓī mā
4;74;۞ فَلْيُقَاتِلْ فِيْ سَبِيْلِ اللّٰهِ الَّذِيْنَ يَشْرُوْنَ الْحَيٰوةَ الدُّنْيَا بِالْاٰخِرَةِ ۗ وَمَنْ يُّقَاتِلْ فِيْ سَبِيْلِ اللّٰهِ فَيُقْتَلْ اَوْ يَغْلِبْ فَسَوْفَ نُؤْتِيْهِ اَجْرًا عَظِيْمًا ;falyuqātil fī sabīlillāhillażīna yasyrụnal-ḥayātad-dun-yā bil-ākhirah, wa may yuqātil fī sabīlillāhi fa yuqtal au yaglib fa saufa nu`tīhi ajran 'aẓīmā;fal yu qā til fī sa bī lil lā hil la żī na yasy rụ nal ḥa yā tad dun yā bil ā khi rah , wa may yu qā til fī sa bī lil lā hi fa yuq tal au yag lib fa sau fa nu` tī hi aj ran 'a ẓī mā
4;75;وَمَا لَكُمْ لَا تُقَاتِلُوْنَ فِيْ سَبِيْلِ اللّٰهِ وَالْمُسْتَضْعَفِيْنَ مِنَ الرِّجَالِ وَالنِّسَاۤءِ وَالْوِلْدَانِ الَّذِيْنَ يَقُوْلُوْنَ رَبَّنَآ اَخْرِجْنَا مِنْ هٰذِهِ الْقَرْيَةِ الظَّالِمِ اَهْلُهَاۚ وَاجْعَلْ لَّنَا مِنْ لَّدُنْكَ وَلِيًّاۚ وَاجْعَلْ لَّنَا مِنْ لَّدُنْكَ نَصِيْرًا ;wa mā lakum lā tuqātilụna fī sabīlillāhi wal-mustaḍ'afīna minar-rijāli wan-nisā`i wal-wildānillażīna yaqụlụna rabbanā akhrijnā min hāżihil-qaryatiẓ-ẓālimi ahluhā, waj'al lanā mil ladungka waliyyā, waj'al lanā mil ladungka naṣīrā;wa mā la kum lā tu qā ti lụ na fī sa bī lil lā hi wal mus taḍ 'a fī na mi nar ri jā li wan ni sā `i wal wil dā nil la żī na ya qụ lụ na rab ba nā akh rij nā min hā żi hil qar ya tiẓ ẓā li mi ah lu hā , waj 'al la nā mil la dung ka wa liy yā , waj 'al la nā mil la dung ka na ṣī rā
4;76;اَلَّذِيْنَ اٰمَنُوْا يُقَاتِلُوْنَ فِيْ سَبِيْلِ اللّٰهِ ۚ وَالَّذِيْنَ كَفَرُوْا يُقَاتِلُوْنَ فِيْ سَبِيْلِ الطَّاغُوْتِ فَقَاتِلُوْٓا  اَوْلِيَاۤءَ الشَّيْطٰنِ ۚ اِنَّ كَيْدَ الشَّيْطٰنِ كَانَ ضَعِيْفًا ۚ ࣖ ;allażīna āmanụ yuqātilụna fī sabīlillāh, wallażīna kafarụ yuqātilụna fī sabīliṭ-ṭāgụti fa qātilū auliyā`asy-syaiṭān, inna kaidasy-syaiṭāni kāna ḍa'īfā;al la żī na ā ma nụ yu qā ti lụ na fī sa bī lil lāh , wal la żī na ka fa rụ yu qā ti lụ na fī sa bī liṭ ṭā gụ ti fa qā ti lū au li yā `asy syai ṭān , in na kai dasy syai ṭā ni kā na ḍa 'ī fā
4;77;اَلَمْ تَرَ اِلَى الَّذِيْنَ قِيْلَ لَهُمْ كُفُّوْٓا اَيْدِيَكُمْ وَاَقِيْمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَۚ فَلَمَّا كُتِبَ عَلَيْهِمُ الْقِتَالُ اِذَا فَرِيْقٌ مِّنْهُمْ يَخْشَوْنَ النَّاسَ كَخَشْيَةِ اللّٰهِ اَوْ اَشَدَّ خَشْيَةً ۚ وَقَالُوْا رَبَّنَا لِمَ كَتَبْتَ عَلَيْنَا الْقِتَالَۚ  لَوْلَآ اَخَّرْتَنَآ اِلٰٓى اَجَلٍ قَرِيْبٍۗ قُلْ مَتَاعُ الدُّنْيَا قَلِيْلٌۚ وَالْاٰخِرَةُ خَيْرٌ لِّمَنِ اتَّقٰىۗ وَلَا تُظْلَمُوْنَ فَتِيْلًا ;a lam tara ilallażīna qīla lahum kuffū aidiyakum wa aqīmuṣ-ṣalāta wa ātuz-zakāh, fa lammā kutiba 'alaihimul-qitālu iżā farīqum min-hum yakhsyaunan-nāsa kakhasy-yatillāhi au asyadda khasy-yah, wa qālụ rabbanā lima katabta 'alainal-qitāl, lau lā akhkhartanā ilā ajaling qarīb, qul matā'ud-dun-yā qalīl, wal-ākhiratu khairul limanittaqā, wa lā tuẓlamụna fatīlā;a lam ta ra i lal la żī na qī la la hum kuf fū ai di ya kum wa a qī muṣ ṣa lā ta wa ā tuz za kāh , fa lam mā ku ti ba 'a lai hi mul qi tā lu i żā fa rī qum min hum yakh syau nan nā sa ka khasy ya til lā hi au a syad da khasy yah , wa qā lụ rab ba nā li ma ka tab ta 'a lai nal qi tāl , lau lā akh khar ta nā i lā a ja ling qa rīb , qul ma tā 'ud dun yā qa līl , wal ā khi ra tu khai rul li ma nit ta qā , wa lā tuẓ la mụ na fa tī lā
4;78;اَيْنَمَا تَكُوْنُوْا يُدْرِكْكُّمُ الْمَوْتُ وَلَوْ كُنْتُمْ فِيْ بُرُوْجٍ مُّشَيَّدَةٍ ۗ وَاِنْ تُصِبْهُمْ حَسَنَةٌ يَّقُوْلُوْا هٰذِهٖ مِنْ عِنْدِ اللّٰهِ ۚ وَاِنْ تُصِبْهُمْ سَيِّئَةٌ يَّقُوْلُوْا هٰذِهٖ مِنْ عِنْدِكَ ۗ قُلْ كُلٌّ مِّنْ عِنْدِ اللّٰهِ ۗ فَمَالِ هٰٓؤُلَاۤءِ الْقَوْمِ لَا يَكَادُوْنَ يَفْقَهُوْنَ حَدِيْثًا ;aina mā takụnụ yudrikkumul-mautu walau kuntum fī burụjim musyayyadah, wa in tuṣib-hum ḥasanatuy yaqụlụ hāżihī min 'indillāh, wa in tuṣib-hum sayyi`atuy yaqụlụ hāżihī min 'indik, qul kullum min 'indillāh, fa māli hā`ulā`il-qaumi lā yakādụna yafqahụna ḥadīṡā;ai na mā ta kụ nụ yud rik ku mul mau tu wa lau kun tum fī bu rụ jim mu syay ya dah , wa in tu ṣib hum ḥa sa na tuy ya qụ lụ hā żi hī min 'in dil lāh , wa in tu ṣib hum say yi `a tuy ya qụ lụ hā żi hī min 'in dik , qul kul lum min 'in dil lāh , fa mā li hā `u lā `il qau mi lā ya kā dụ na yaf qa hụ na ḥa dī ṡā
4;79;مَآ اَصَابَكَ مِنْ حَسَنَةٍ فَمِنَ اللّٰهِ ۖ وَمَآ اَصَابَكَ مِنْ سَيِّئَةٍ فَمِنْ نَّفْسِكَ ۗ وَاَرْسَلْنٰكَ لِلنَّاسِ رَسُوْلًا  ۗ وَكَفٰى بِاللّٰهِ شَهِيْدًا ;mā aṣābaka min ḥasanatin fa minallāhi wa mā aṣābaka min sayyi`atin fa min nafsik, wa arsalnāka lin-nāsi rasụlā, wa kafā billāhi syahīdā;mā a ṣā ba ka min ḥa sa na tin fa mi nall llā hi wa mā a ṣā ba ka min say yi `a tin fa min naf sik , wa ar sal nā ka lin nā si ra sụ lā , wa ka fā bil lā hi sya hī dā
4;80;مَنْ يُّطِعِ الرَّسُوْلَ فَقَدْ اَطَاعَ اللّٰهَ ۚ وَمَنْ تَوَلّٰى فَمَآ اَرْسَلْنٰكَ عَلَيْهِمْ حَفِيْظًا ۗ ;may yuṭi'ir-rasụla fa qad aṭā'allāh, wa man tawallā fa mā arsalnāka 'alaihim ḥafīẓā;may yu ṭi 'ir ra sụ la fa qad a ṭā 'all llāh , wa man ta wal lā fa mā ar sal nā ka 'a lai him ḥa fī ẓā
4;81;وَيَقُوْلُوْنَ طَاعَةٌ  ۖ فَاِذَا بَرَزُوْا مِنْ عِنْدِكَ بَيَّتَ طَاۤىِٕفَةٌ مِّنْهُمْ غَيْرَ الَّذِيْ تَقُوْلُ ۗ وَاللّٰهُ يَكْتُبُ مَا يُبَيِّتُوْنَ ۚ فَاَعْرِضْ عَنْهُمْ وَتَوَكَّلْ عَلَى اللّٰهِ ۗ وَكَفٰى بِاللّٰهِ وَكِيْلًا ;wa yaqụlụna ṭā'atun fa iżā barazụ min 'indika bayyata ṭā`ifatum min-hum gairallażī taqụl, wallāhu yaktubu mā yubayyitụn, fa a'riḍ 'an-hum wa tawakkal 'alallāh, wa kafā billāhi wakīlā;wa ya qụ lụ na ṭā 'a tun fa i żā ba ra zụ min 'in di ka bay ya ta ṭā `i fa tum min hum gai ral la żī ta qụl , wall llā hu yak tu bu mā yu bay yi tụn , fa a' riḍ 'an hum wa ta wak kal 'a lall llāh , wa ka fā bil lā hi wa kī lā
4;82;اَفَلَا يَتَدَبَّرُوْنَ الْقُرْاٰنَ ۗ وَلَوْ كَانَ مِنْ عِنْدِ غَيْرِ اللّٰهِ لَوَجَدُوْا فِيْهِ اخْتِلَافًا كَثِيْرًا ;a fa lā yatadabbarụnal-qur`ān, walau kāna min 'indi gairillāhi lawajadụ fīhikhtilāfang kaṡīrā;a fa lā ya ta dab ba rụ nal qur `ān , wa lau kā na min 'in di gai ril lā hi la wa ja dụ fī hikh ti lā fang ka ṡī rā
4;83;وَاِذَا جَاۤءَهُمْ اَمْرٌ مِّنَ الْاَمْنِ اَوِ الْخَوْفِ اَذَاعُوْا بِهٖ ۗ وَلَوْ رَدُّوْهُ اِلَى الرَّسُوْلِ وَاِلٰٓى اُولِى الْاَمْرِ مِنْهُمْ لَعَلِمَهُ الَّذِيْنَ يَسْتَنْۢبِطُوْنَهٗ مِنْهُمْ ۗ وَلَوْلَا فَضْلُ اللّٰهِ عَلَيْكُمْ وَرَحْمَتُهٗ لَاتَّبَعْتُمُ الشَّيْطٰنَ اِلَّا قَلِيْلًا ;wa iżā jā`ahum amrum minal-amni awil-khaufi ażā'ụ bih, walau raddụhu ilar-rasụli wa ilā ulil-amri min-hum la'alimahullażīna yastambiṭụnahụ min-hum, walau lā faḍlullāhi 'alaikum wa raḥmatuhụ lattaba'tumusy-syaiṭāna illā qalīlā;wa i żā jā `a hum am rum mi nal am ni a wil khau fi a żā 'ụ bih , wa lau rad dụ hu i lar ra sụ li wa i lā u lil am ri min hum la 'a li ma hul la żī na yas tam bi ṭụ na hụ min hum , wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ lat ta ba' tu musy syai ṭā na il lā qa lī lā
