sura;aya;kemenag;transliteration_id;transcript
21;86;وَاَدْخَلْنٰهُمْ فِيْ رَحْمَتِنَاۗ اِنَّهُمْ مِّنَ الصّٰلِحِيْنَ ;"wa adkhalnāhum fī raḥmatinā, innahum minaṣ-ṣāliḥīn";"wa ad khal nā hum fī raḥ ma ti nā , in na hum mi naṣ ṣā li ḥīn"
21;88;فَاسْتَجَبْنَا لَهٗۙ وَنَجَّيْنٰهُ مِنَ الْغَمِّۗ وَكَذٰلِكَ نُـْۨجِى الْمُؤْمِنِيْنَ ;"fastajabnā lahụ wa najjaināhu minal-gamm, wa każālika nunjil-mu`minīn";"fas ta jab nā la hụ wa naj jai nā hu mi nal gamm , wa ka żā li ka nun jil mu` mi nīn"
21;89;وَزَكَرِيَّآ اِذْ نَادٰى رَبَّهٗ رَبِّ لَا تَذَرْنِيْ فَرْدًا وَّاَنْتَ خَيْرُ الْوٰرِثِيْنَ ۚ;wa zakariyyā iż nādā rabbahụ rabbi lā tażarnī fardaw wa anta khairul-wāriṡīn;wa za ka riy yā iż nā dā rab ba hụ rab bi lā ta żar nī far daw wa an ta khai rul wā ri ṡīn
21;92;اِنَّ هٰذِهٖٓ اُمَّتُكُمْ اُمَّةً وَّاحِدَةًۖ وَّاَنَا۠ رَبُّكُمْ فَاعْبُدُوْنِ ;inna hāżihī ummatukum ummataw wāḥidataw wa ana rabbukum fa'budụn;in na hā żi hī um ma tu kum um ma taw wā ḥi da taw wa a na rab bu kum fa' bu dụn
21;93;وَتَقَطَّعُوْٓا اَمْرَهُمْ بَيْنَهُمْۗ كُلٌّ اِلَيْنَا رَاجِعُوْنَ ࣖ;"wa taqaṭṭa'ū amrahum bainahum, kullun ilainā rāji'ụn";"wa ta qaṭ ṭa 'ū am ra hum bai na hum , kul lun i lai nā rā ji 'ụn"
21;95;وَحَرَامٌ عَلٰى قَرْيَةٍ اَهْلَكْنٰهَآ اَنَّهُمْ لَا يَرْجِعُوْنَ ;wa ḥarāmun 'alā qaryatin ahlaknāhā annahum lā yarji'ụn;wa ḥa rā mun 'a lā qar ya tin ah lak nā hā an na hum lā yar ji 'ụn
21;96;حَتّٰىٓ اِذَا فُتِحَتْ يَأْجُوْجُ وَمَأْجُوْجُ وَهُمْ مِّنْ كُلِّ حَدَبٍ يَّنْسِلُوْنَ ;ḥattā iżā futiḥat ya`jụju wa ma`jụju wa hum ming kulli ḥadabiy yansilụn;ḥat tā i żā fu ti ḥat ya` jụ ju wa ma` jụ ju wa hum ming kul li ḥa da biy yan si lụn
21;98;اِنَّكُمْ وَمَا تَعْبُدُوْنَ مِنْ دُوْنِ اللّٰهِ حَصَبُ جَهَنَّمَۗ اَنْتُمْ لَهَا وَارِدُوْنَ ;"innakum wa mā ta'budụna min dụnillāhi ḥaṣabu jahannam, antum lahā wāridụn";"in na kum wa mā ta' bu dụ na min dụ nil lā hi ḥa ṣa bu ja han nam , an tum la hā wā ri dụn"
21;99;لَوْ كَانَ هٰٓؤُلَاۤءِ اٰلِهَةً مَّا وَرَدُوْهَاۗ وَكُلٌّ فِيْهَا خٰلِدُوْنَ ;"lau kāna hā`ulā`i ālihatam mā waradụhā, wa kullun fīhā khālidụn";"lau kā na hā `u lā `i ā li ha tam mā wa ra dụ hā , wa kul lun fī hā khā li dụn"
21;100;لَهُمْ فِيْهَا زَفِيْرٌ وَّهُمْ فِيْهَا لَا يَسْمَعُوْنَ ;lahum fīhā zafīruw wa hum fīhā lā yasma'ụn;la hum fī hā za fī ruw wa hum fī hā lā yas ma 'ụn
21;101;اِنَّ الَّذِيْنَ سَبَقَتْ لَهُمْ مِّنَّا الْحُسْنٰىٓۙ اُولٰۤىِٕكَ عَنْهَا مُبْعَدُوْنَ ۙ;innallażīna sabaqat lahum minnal-ḥusnā ulā`ika 'an-hā mub'adụn;in nal la żī na sa ba qat la hum min nal ḥus nā u lā `i ka 'an hā mub 'a dụn
21;102;لَا يَسْمَعُوْنَ حَسِيْسَهَاۚ وَهُمْ فِيْ مَا اشْتَهَتْ اَنْفُسُهُمْ خٰلِدُوْنَ ۚ;"lā yasma'ụna ḥasīsahā, wa hum fī masytahat anfusuhum khālidụn";"lā yas ma 'ụ na ḥa sī sa hā , wa hum fī masy ta hat an fu su hum khā li dụn"
21;106;اِنَّ فِيْ هٰذَا لَبَلٰغًا لِّقَوْمٍ عٰبِدِيْنَ ۗ;inna fī hāżā labalāgal liqaumin 'ābidīn;in na fī hā żā la ba lā gal li qau min 'ā bi dīn
21;107;وَمَآ اَرْسَلْنٰكَ اِلَّا رَحْمَةً لِّلْعٰلَمِيْنَ ;wa mā arsalnāka illā raḥmatal lil-'ālamīn;wa mā ar sal nā ka il lā raḥ ma tal lil 'ā la mīn
21;108;قُلْ اِنَّمَا يُوْحٰٓى اِلَيَّ اَنَّمَآ اِلٰهُكُمْ اِلٰهٌ وَّاحِدٌۚ فَهَلْ اَنْتُمْ مُّسْلِمُوْنَ;"qul innamā yụḥā ilayya annamā ilāhukum ilāhuw wāḥid, fa hal antum muslimụn";"qul in na mā yụ ḥā i lay ya an na mā i lā hu kum i lā huw wā ḥid , fa hal an tum mus li mụn"
21;110;اِنَّهٗ يَعْلَمُ الْجَهْرَ مِنَ الْقَوْلِ وَيَعْلَمُ مَا تَكْتُمُوْنَ ;innahụ ya'lamul-jahra minal-qauli wa ya'lamu mā taktumụn;in na hụ ya' la mul jah ra mi nal qau li wa ya' la mu mā tak tu mụn
21;111;وَاِنْ اَدْرِيْ لَعَلَّهٗ فِتْنَةٌ لَّكُمْ وَمَتَاعٌ اِلٰى حِيْنٍ ;wa in adrī la'allahụ fitnatul lakum wa matā'un ilā ḥīn;wa in ad rī la 'al la hụ fit na tul la kum wa ma tā 'un i lā ḥīn
21;112;قَالَ رَبِّ احْكُمْ بِالْحَقِّۗ وَرَبُّنَا الرَّحْمٰنُ الْمُسْتَعَانُ عَلٰى مَا تَصِفُوْنَ ࣖ;"qāla rabbiḥkum bil-ḥaqq, wa rabbunar-raḥmānul-musta'ānu 'alā mā taṣifụn";"qā la rab biḥ kum bil ḥaqq , wa rab bu nar raḥ mā nul mus ta 'ā nu 'a lā mā ta ṣi fụn"
22;1;يٰٓاَيُّهَا النَّاسُ اتَّقُوْا رَبَّكُمْۚ اِنَّ زَلْزَلَةَ السَّاعَةِ شَيْءٌ عَظِيْمٌ ;"yā ayyuhan-nāsuttaqụ rabbakum, inna zalzalatas-sā'ati syai`un 'aẓīm";"yā ay yu han nā sut ta qụ rab ba kum , in na zal za la tas sā 'a ti syai `un 'a ẓīm"
22;3;وَمِنَ النَّاسِ مَنْ يُّجَادِلُ فِى اللّٰهِ بِغَيْرِ عِلْمٍ وَّيَتَّبِعُ كُلَّ شَيْطٰنٍ مَّرِيْدٍۙ ;wa minan-nāsi may yujādilu fillāhi bigairi 'ilmiw wa yattabi'u kulla syaiṭānim marīd;wa mi nan nā si may yu jā di lu fil lā hi bi gai ri 'il miw wa yat ta bi 'u kul la syai ṭā nim ma rīd
22;4;كُتِبَ عَلَيْهِ اَنَّهٗ مَنْ تَوَلَّاهُ فَاَنَّهٗ يُضِلُّهٗ وَيَهْدِيْهِ اِلٰى عَذَابِ السَّعِيْرِ ;kutiba 'alaihi annahụ man tawallāhu fa annahụ yuḍilluhụ wa yahdīhi ilā 'ażābis-sa'īr;ku ti ba 'a lai hi an na hụ man ta wall llā hu fa an na hụ yu ḍil lu hụ wa yah dī hi i lā 'a żā bis sa 'īr
22;7;وَّاَنَّ السَّاعَةَ اٰتِيَةٌ لَّا رَيْبَ فِيْهَاۙ وَاَنَّ اللّٰهَ يَبْعَثُ مَنْ فِى الْقُبُوْرِ ;wa annas-sā'ata ātiyatul lā raiba fīhā wa annallāha yab'aṡu man fil-qubụr;wa an nas sā 'a ta ā ti ya tul lā rai ba fī hā wa an nall llā ha yab 'a ṡu man fil qu bụr
22;8;وَمِنَ النَّاسِ مَنْ يُّجَادِلُ فِى اللّٰهِ بِغَيْرِ عِلْمٍ وَّلَا هُدًى وَّلَا كِتٰبٍ مُّنِيْرٍ ۙ;wa minan-nāsi may yujādilu fillāhi bigairi 'ilmiw wa lā hudaw wa lā kitābim munīr;wa mi nan nā si may yu jā di lu fil lā hi bi gai ri 'il miw wa lā hu daw wa lā ki tā bim mu nīr
22;10;ذٰلِكَ بِمَا قَدَّمَتْ يَدٰكَ وَاَنَّ اللّٰهَ لَيْسَ بِظَلَّامٍ لِّلْعَبِيْدِ ࣖ;żālika bimā qaddamat yadāka wa annallāha laisa biẓallāmil lil-'abīd;żā li ka bi mā qad da mat ya dā ka wa an nall llā ha lai sa bi ẓal lā mil lil 'a bīd
22;13;يَدْعُوْا لَمَنْ ضَرُّهٗٓ اَقْرَبُ مِنْ نَّفْعِهٖۗ  لَبِئْسَ الْمَوْلٰى وَلَبِئْسَ الْعَشِيْرُ ;"yad'ụ laman ḍarruhū aqrabu min naf'ih, labi`sal-maulā wa labi`sal-'asyīr";"yad 'ụ la man ḍar ru hū aq ra bu min naf 'ih , la bi` sal mau lā wa la bi` sal 'a syīr"
22;16;وَكَذٰلِكَ اَنْزَلْنٰهُ اٰيٰتٍۢ بَيِّنٰتٍۙ وَّاَنَّ اللّٰهَ يَهْدِيْ مَنْ يُّرِيْدُ ;wa każālika anzalnāhu āyātim bayyinātiw wa annallāha yahdī may yurīd;wa ka żā li ka an zal nā hu ā yā tim bay yi nā tiw wa an nall llā ha yah dī may yu rīd
22;20;يُصْهَرُ بِهٖ مَا فِيْ بُطُوْنِهِمْ وَالْجُلُوْدُ ۗ;yuṣ-haru bihī mā fī buṭụnihim wal-julụd;yuṣ ha ru bi hī mā fī bu ṭụ ni him wal ju lụd
22;21;وَلَهُمْ مَّقَامِعُ مِنْ حَدِيْدٍ ;wa lahum maqāmi'u min ḥadīd;wa la hum ma qā mi 'u min ḥa dīd
22;24;وَهُدُوْٓا اِلَى الطَّيِّبِ مِنَ الْقَوْلِۚ وَهُدُوْٓا اِلٰى صِرَاطِ الْحَمِيْدِ ;"wa hudū ilaṭ-ṭayyibi minal-qaụl, wa hudū ilā ṣirāṭil-ḥamīd";"wa hu dū i laṭ ṭay yi bi mi nal qaụl , wa hu dū i lā ṣi rā ṭil ḥa mīd"
22;29;ثُمَّ لْيَقْضُوْا تَفَثَهُمْ وَلْيُوْفُوْا نُذُوْرَهُمْ وَلْيَطَّوَّفُوْا بِالْبَيْتِ الْعَتِيْقِ ;ṡummalyaqḍụ tafaṡahum walyụfụ nużụrahum walyaṭṭawwafụ bil-baitil-'atīq;ṡum mal yaq ḍụ ta fa ṡa hum wal yụ fụ nu żụ ra hum wal yaṭ ṭaw wa fụ bil bai til 'a tīq
22;32;ذٰلِكَ وَمَنْ يُّعَظِّمْ شَعَاۤىِٕرَ اللّٰهِ فَاِنَّهَا مِنْ تَقْوَى الْقُلُوْبِ ;żālika wa may yu'aẓẓim sya'ā`irallāhi fa innahā min taqwal-qulụb;żā li ka wa may yu 'aẓ ẓim sya 'ā `i rall llā hi fa in na hā min taq wal qu lụb
22;33;لَكُمْ فِيْهَا مَنَافِعُ اِلٰٓى اَجَلٍ مُّسَمًّى ثُمَّ مَحِلُّهَآ اِلَى الْبَيْتِ الْعَتِيْقِ ࣖ;lakum fīhā manāfi'u ilā ajalim musamman ṡumma mahilluhā ilal-baitil-'atīq;la kum fī hā ma nā fi 'u i lā a ja lim mu sam man ṡum ma ma hil lu hā i lal bai til 'a tīq
22;42;وَاِنْ يُّكَذِّبُوْكَ فَقَدْ كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوْحٍ وَّعَادٌ وَّثَمُوْدُ ۙ;wa iy yukażżibụka fa qad każżabat qablahum qaumu nụḥiw wa 'āduw wa ṡamụd;wa iy yu każ żi bụ ka fa qad każ ża bat qab la hum qau mu nụ ḥiw wa 'ā duw wa ṡa mụd
22;43;وَقَوْمُ اِبْرٰهِيْمَ وَقَوْمُ لُوْطٍ ۙ;wa qaumu ibrāhīma wa qaumu lụṭ;wa qau mu ib rā hī ma wa qau mu lụṭ
22;49;قُلْ يٰٓاَيُّهَا النَّاسُ اِنَّمَآ اَنَا۠ لَكُمْ نَذِيْرٌ مُّبِيْنٌ ۚ;qul yā ayyuhan-nāsu innamā ana lakum nażīrum mubīn;qul yā ay yu han nā su in na mā a na la kum na żī rum mu bīn
22;50;فَالَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ لَهُمْ مَّغْفِرَةٌ وَّرِزْقٌ كَرِيْمٌ ;fallażīna āmanụ wa 'amiluṣ-ṣāliḥāti lahum magfiratuw wa rizqung karīm;fal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti la hum mag fi ra tuw wa riz qung ka rīm
22;51;وَالَّذِيْنَ سَعَوْا فِيْٓ اٰيٰتِنَا مُعٰجِزِيْنَ اُولٰۤىِٕكَ اَصْحٰبُ الْجَحِيْمِ ;wallażīna sa'au fī āyātinā mu'ājizīna ulā`ika aṣ-ḥābul-jaḥīm;wal la żī na sa 'au fī ā yā ti nā mu 'ā ji zī na u lā `i ka aṣ ḥā bul ja ḥīm
22;57;وَالَّذِيْنَ كَفَرُوْا وَكَذَّبُوْا بِاٰيٰتِنَا فَاُولٰۤىِٕكَ لَهُمْ عَذَابٌ مُّهِيْنٌ ࣖ;wallażīna kafarụ wa każżabụ bi`āyātinā fa ulā`ika lahum 'ażābum muhīn;wal la żī na ka fa rụ wa każ ża bụ bi `ā yā ti nā fa u lā `i ka la hum 'a żā bum mu hīn
22;59;لَيُدْخِلَنَّهُمْ مُّدْخَلًا يَّرْضَوْنَهٗۗ وَاِنَّ اللّٰهَ لَعَلِيْمٌ حَلِيْمٌ;"layudkhilannahum mudkhalay yarḍaunah, wa innallāha la'alīmun ḥalīm";"la yud khi lan na hum mud kha lay yar ḍau nah , wa in nall llā ha la 'a lī mun ḥa līm"
22;64;لَهٗ مَا فِى السَّمٰوٰتِ وَمَا فِى الْاَرْضِۗ وَاِنَّ اللّٰهَ لَهُوَ الْغَنِيُّ الْحَمِيْدُ ࣖ;"lahụ mā fis-samāwāti wa mā fil-arḍ, wa innallāha lahuwal-ganiyyul-ḥamīd";"la hụ mā fis sa mā wā ti wa mā fil arḍ , wa in nall llā ha la hu wal ga niy yul ḥa mīd"
22;66;وَهُوَ الَّذِيْٓ اَحْيَاكُمْ ۖ ثُمَّ يُمِيْتُكُمْ ثُمَّ يُحْيِيْكُمْۗ اِنَّ الْاِنْسَانَ لَكَفُوْرٌ ;"wa huwallażī aḥyākum ṡumma yumītukum ṡumma yuḥyīkum, innal-insāna lakafụr";"wa hu wal la żī aḥ yā kum ṡum ma yu mī tu kum ṡum ma yuḥ yī kum , in nal in sā na la ka fụr"
22;68;وَاِنْ جَادَلُوْكَ فَقُلِ اللّٰهُ اَعْلَمُ بِمَا تَعْمَلُوْنَ ;wa in jādalụka fa qulillāhu a'lamu bimā ta'malụn;wa in jā da lụ ka fa qu lil lā hu a' la mu bi mā ta' ma lụn
22;69;اَللّٰهُ يَحْكُمُ بَيْنَكُمْ يَوْمَ الْقِيٰمَةِ فِيْمَا كُنْتُمْ فِيْهِ تَخْتَلِفُوْنَ ;allāhu yaḥkumu bainakum yaumal-qiyāmati fīmā kuntum fīhi takhtalifụn;all llā hu yaḥ ku mu bai na kum yau mal qi yā ma ti fī mā kun tum fī hi takh ta li fụn
22;74;مَا قَدَرُوا اللّٰهَ حَقَّ قَدْرِهٖۗ اِنَّ اللّٰهَ لَقَوِيٌّ عَزِيْزٌ ;"mā qadarullāha ḥaqqa qadrih, innallāha laqawiyyun 'azīz";"mā qa da rull llā ha ḥaq qa qad rih , in nall llā ha la qa wiy yun 'a zīz"
22;76;يَعْلَمُ مَا بَيْنَ اَيْدِيْهِمْ وَمَا خَلْفَهُمْۗ وَاِلَى اللّٰهِ تُرْجَعُ الْاُمُوْرُ ;"ya'lamu mā baina aidīhim wa mā khalfahum, wa ilallāhi turja'ul-umụr";"ya' la mu mā bai na ai dī him wa mā khal fa hum , wa i lall llā hi tur ja 'ul u mụr"
23;1; قَدْ اَفْلَحَ الْمُؤْمِنُوْنَ ۙ;qad aflaḥal-mu`minụn;qad af la ḥal mu` mi nụn
23;2; الَّذِيْنَ هُمْ فِيْ صَلٰو تِهِمْ خَاشِعُوْنَ;allażīna hum fī ṣalātihim khāsyi'ụn;al la żī na hum fī ṣa lā ti him khā syi 'ụn
23;3;وَالَّذِيْنَ هُمْ عَنِ اللَّغْوِ مُعْرِضُوْنَ ۙ;wallażīna hum 'anil-lagwi mu'riḍụn;wal la żī na hum 'a nil lag wi mu' ri ḍụn
23;4;وَالَّذِيْنَ هُمْ لِلزَّكٰوةِ فَاعِلُوْنَ ۙ;wallażīna hum liz-zakāti fā'ilụn;wal la żī na hum liz za kā ti fā 'i lụn
23;5; وَالَّذِيْنَ هُمْ لِفُرُوْجِهِمْ حٰفِظُوْنَ ۙ;wallażīna hum lifurụjihim ḥāfiẓụn;wal la żī na hum li fu rụ ji him ḥā fi ẓụn
23;6;اِلَّا عَلٰٓى اَزْوَاجِهِمْ اَوْ مَا مَلَكَتْ اَيْمَانُهُمْ فَاِنَّهُمْ غَيْرُ مَلُوْمِيْنَۚ;illā 'alā azwājihim au mā malakat aimānuhum fa innahum gairu malụmīn;il lā 'a lā az wā ji him au mā ma la kat ai mā nu hum fa in na hum gai ru ma lụ mīn
23;7;فَمَنِ ابْتَغٰى وَرَاۤءَ ذٰلِكَ فَاُولٰۤىِٕكَ هُمُ الْعٰدُوْنَ ۚ;fa manibtagā warā`a żālika fa ulā`ika humul-'ādụn;fa ma nib ta gā wa rā `a żā li ka fa u lā `i ka hu mul 'ā dụn
23;8;وَالَّذِيْنَ هُمْ لِاَمٰنٰتِهِمْ وَعَهْدِهِمْ رَاعُوْنَ ۙ;wallażīna hum li`amānātihim wa 'ahdihim rā'ụn;wal la żī na hum li `a mā nā ti him wa 'ah di him rā 'ụn
23;9;وَالَّذِيْنَ هُمْ عَلٰى صَلَوٰتِهِمْ يُحَافِظُوْنَ ۘ;wallażīna hum 'alā ṣalawātihim yuḥāfiẓụn;wal la żī na hum 'a lā ṣa la wā ti him yu ḥā fi ẓụn
23;10;اُولٰۤىِٕكَ هُمُ الْوَارِثُوْنَ ۙ;ulā`ika humul-wāriṡụn;u lā `i ka hu mul wā ri ṡụn
23;11;الَّذِيْنَ يَرِثُوْنَ الْفِرْدَوْسَۗ هُمْ فِيْهَا خٰلِدُوْنَ ;"allażīna yariṡụnal-firdaụs, hum fīhā khālidụn";"al la żī na ya ri ṡụ nal fir daụs , hum fī hā khā li dụn"
23;12;وَلَقَدْ خَلَقْنَا الْاِنْسَانَ مِنْ سُلٰلَةٍ مِّنْ طِيْنٍ ۚ;wa laqad khalaqnal-insāna min sulālatim min ṭīn;wa la qad kha laq nal in sā na min su lā la tim min ṭīn
23;13;ثُمَّ جَعَلْنٰهُ نُطْفَةً فِيْ قَرَارٍ مَّكِيْنٍ ۖ;ṡumma ja'alnāhu nuṭfatan fī qarārim makīn;ṡum ma ja 'al nā hu nuṭ fa tan fī qa rā rim ma kīn
23;15; ثُمَّ اِنَّكُمْ بَعْدَ ذٰلِكَ لَمَيِّتُوْنَ ۗ;ṡumma innakum ba'da żālika lamayyitụn;ṡum ma in na kum ba' da żā li ka la may yi tụn
23;16;ثُمَّ اِنَّكُمْ يَوْمَ الْقِيٰمَةِ تُبْعَثُوْنَ;ṡumma innakum yaumal-qiyāmati tub'aṡụn;ṡum ma in na kum yau mal qi yā ma ti tub 'a ṡụn
23;17;وَلَقَدْ خَلَقْنَا فَوْقَكُمْ سَبْعَ طَرَاۤىِٕقَۖ وَمَا كُنَّا عَنِ الْخَلْقِ غٰفِلِيْنَ;wa laqad khalaqnā fauqakum sab'a ṭarā`iqa wa mā kunnā 'anil-khalqi gāfilīn;wa la qad kha laq nā fau qa kum sab 'a ṭa rā `i qa wa mā kun nā 'a nil khal qi gā fi līn
23;20;وَشَجَرَةً تَخْرُجُ مِنْ طُوْرِ سَيْنَاۤءَ تَنْۢبُتُ بِالدُّهْنِ وَصِبْغٍ لِّلْاٰكِلِيْنَ ;wa syajaratan takhruju min ṭụri sainā`a tambutu bid-duhni wa ṣibgil lil-ākilīn;wa sya ja ra tan takh ru ju min ṭụ ri sai nā `a tam bu tu bid duh ni wa ṣib gil lil ā ki līn
23;22;وَعَلَيْهَا وَعَلَى الْفُلْكِ تُحْمَلُوْنَ ࣖ;wa 'alaihā wa 'alal-fulki tuḥmalụn;wa 'a lai hā wa 'a lal ful ki tuḥ ma lụn
23;25;اِنْ هُوَ اِلَّا رَجُلٌۢ بِهٖ جِنَّةٌ فَتَرَبَّصُوْا بِهٖ حَتّٰى حِيْنٍ;in huwa illā rajulum bihī jinnatun fa tarabbaṣụ bihī ḥattā ḥīn;in hu wa il lā ra ju lum bi hī jin na tun fa ta rab ba ṣụ bi hī ḥat tā ḥīn
23;26;قَالَ رَبِّ انْصُرْنِيْ بِمَا كَذَّبُوْنِ ;qāla rabbinṣurnī bimā każżabụn;qā la rab bin ṣur nī bi mā każ ża bụn
23;29;وَقُلْ رَّبِّ اَنْزِلْنِيْ مُنْزَلًا مُّبٰرَكًا وَّاَنْتَ خَيْرُ الْمُنْزِلِيْنَ;wa qur rabbi anzilnī munzalam mubārakaw wa anta khairul-munzilīn;wa qur rab bi an zil nī mun za lam mu bā ra kaw wa an ta khai rul mun zi līn
23;30;اِنَّ فِيْ ذٰلِكَ لَاٰيٰتٍ وَّاِنْ كُنَّا لَمُبْتَلِيْنَ;inna fī żālika la`āyātiw wa ing kunnā lamubtalīn;in na fī żā li ka la `ā yā tiw wa ing kun nā la mub ta līn
23;31;ثُمَّ اَنْشَأْنَا مِنْۢ بَعْدِهِمْ قَرْنًا اٰخَرِيْنَ ۚ;ṡumma ansya`nā mim ba'dihim qarnan ākharīn;ṡum ma an sya` nā mim ba' di him qar nan ā kha rīn
23;34;وَلَىِٕنْ اَطَعْتُمْ بَشَرًا مِّثْلَكُمْ اِنَّكُمْ اِذًا لَّخٰسِرُوْنَ ۙ;wa la`in aṭa'tum basyaram miṡlakum innakum iżal lakhāsirụn;wa la `in a ṭa' tum ba sya ram miṡ la kum in na kum i żal la khā si rụn
23;35;اَيَعِدُكُمْ اَنَّكُمْ اِذَا مِتُّمْ وَكُنْتُمْ تُرَابًا وَّعِظَامًا اَنَّكُمْ مُّخْرَجُوْنَ ۖ ;a ya'idukum annakum iżā mittum wa kuntum turābaw wa 'iẓāman annakum mukhrajụn;a ya 'i du kum an na kum i żā mit tum wa kun tum tu rā baw wa 'i ẓā man an na kum mukh ra jụn
23;36;۞ هَيْهَاتَ هَيْهَاتَ لِمَا تُوْعَدُوْنَ ۖ ;haihāta haihāta limā tụ'adụn;hai hā ta hai hā ta li mā tụ 'a dụn
23;37;اِنْ هِيَ اِلَّا حَيَاتُنَا الدُّنْيَا نَمُوْتُ وَنَحْيَا وَمَا نَحْنُ بِمَبْعُوْثِيْنَ ۖ ;in hiya illā ḥayātunad-dun-yā namụtu wa naḥyā wa mā naḥnu bimab'ụṡīn;in hi ya il lā ḥa yā tu nad dun yā na mụ tu wa naḥ yā wa mā naḥ nu bi mab 'ụ ṡīn
23;38;اِنْ هُوَ اِلَّا رَجُلُ ِۨافْتَرٰى عَلَى اللّٰهِ كَذِبًا وَّمَا نَحْنُ لَهٗ بِمُؤْمِنِيْنَ;in huwa illā rajuluniftarā 'alallāhi każibaw wa mā naḥnu lahụ bimu`minīn;in hu wa il lā ra ju lu nif ta rā 'a lall llā hi ka żi baw wa mā naḥ nu la hụ bi mu` mi nīn
23;39;قَالَ رَبِّ انْصُرْنِيْ بِمَا كَذَّبُوْنِ;qāla rabbinṣurnī bimā każżabụn;qā la rab bin ṣur nī bi mā każ ża bụn
23;40;قَالَ عَمَّا قَلِيْلٍ لَّيُصْبِحُنَّ نٰدِمِيْنَ ۚ ;qāla 'ammā qalīlil layuṣbiḥunna nādimīn;qā la 'am mā qa lī lil la yuṣ bi ḥun na nā di mīn
23;41;فَاَخَذَتْهُمُ الصَّيْحَةُ بِالْحَقِّ فَجَعَلْنٰهُمْ غُثَاۤءًۚ فَبُعْدًا لِّلْقَوْمِ الظّٰلِمِيْنَ;"fa akhażat-humuṣ-ṣaiḥatu bil-ḥaqqi fa ja'alnāhum guṡā`ā, fa bu'dal lil-qaumiẓ-ẓālimīn";"fa a kha żat hu muṣ ṣai ḥa tu bil ḥaq qi fa ja 'al nā hum gu ṡā `ā , fa bu' dal lil qau miẓ ẓā li mīn"
23;42;ثُمَّ اَنْشَأْنَا مِنْۢ بَعْدِهِمْ قُرُوْنًا اٰخَرِيْنَ ۗ;ṡumma ansya`nā mim ba'dihim qurụnan ākharīn;ṡum ma an sya` nā mim ba' di him qu rụ nan ā kha rīn
23;43;مَا تَسْبِقُ مِنْ اُمَّةٍ اَجَلَهَا وَمَا يَسْتَأْخِرُوْنَ ۗ;mā tasbiqu min ummatin ajalahā wa mā yasta`khirụn;mā tas bi qu min um ma tin a ja la hā wa mā yas ta` khi rụn
23;45;ثُمَّ اَرْسَلْنَا مُوْسٰى وَاَخَاهُ هٰرُوْنَ ەۙ بِاٰيٰتِنَا وَسُلْطٰنٍ مُّبِيْنٍۙ;ṡumma arsalnā mụsā wa akhāhu hārụna bi`āyātinā wa sulṭānim mubīn;ṡum ma ar sal nā mụ sā wa a khā hu hā rụ na bi `ā yā ti nā wa sul ṭā nim mu bīn
23;46;اِلٰى فِرْعَوْنَ وَمَلَا۟ىِٕهٖ فَاسْتَكْبَرُوْا وَكَانُوْا قَوْمًا عَالِيْنَ ۚ;ilā fir'auna wa malā`ihī fastakbarụ wa kānụ qauman 'ālīn;i lā fir 'au na wa ma lā `i hī fas tak ba rụ wa kā nụ qau man 'ā līn
23;47;فَقَالُوْٓا اَنُؤْمِنُ لِبَشَرَيْنِ مِثْلِنَا وَقَوْمُهُمَا لَنَا عٰبِدُوْنَ ۚ;fa qālū a nu`minu libasyaraini miṡlinā wa qaumuhumā lanā 'ābidụn;fa qā lū a nu` mi nu li ba sya rai ni miṡ li nā wa qau mu hu mā la nā 'ā bi dụn
23;48;فَكَذَّبُوْهُمَا فَكَانُوْا مِنَ الْمُهْلَكِيْنَ ;fa każżabụhumā fa kānụ minal-muhlakīn;fa każ ża bụ hu mā fa kā nụ mi nal muh la kīn
23;49;وَلَقَدْ اٰتَيْنَا مُوْسَى الْكِتٰبَ لَعَلَّهُمْ يَهْتَدُوْنَ ;wa laqad ātainā mụsal-kitāba la'allahum yahtadụn;wa la qad ā tai nā mụ sal ki tā ba la 'al la hum yah ta dụn
23;52;وَاِنَّ هٰذِهٖٓ اُمَّتُكُمْ اُمَّةً وَّاحِدَةً وَّاَنَا۠ رَبُّكُمْ فَاتَّقُوْنِ;wa inna hāżihī ummatukum ummataw wāḥidataw wa ana rabbukum fattaqụn;wa in na hā żi hī um ma tu kum um ma taw wā ḥi da taw wa a na rab bu kum fat ta qụn
23;53;فَتَقَطَّعُوْٓا اَمْرَهُمْ بَيْنَهُمْ زُبُرًاۗ  كُلُّ حِزْبٍۢ بِمَا لَدَيْهِمْ فَرِحُوْنَ ;"fa taqaṭṭa'ū amrahum bainahum zuburā, kullu ḥizbim bimā ladaihim fariḥụn";"fa ta qaṭ ṭa 'ū am ra hum bai na hum zu bu rā , kul lu ḥiz bim bi mā la dai him fa ri ḥụn"
23;54;فَذَرْهُمْ فِيْ غَمْرَتِهِمْ حَتّٰى حِيْنٍ ;fa żar-hum fī gamratihim ḥattā ḥīn;fa żar hum fī gam ra ti him ḥat tā ḥīn
