Sura;Aya;Bagian;Arabic;Transliteration
8;20;2;وَلَا تَوَلَّوْا عَنْهُ وَاَنْتُمْ تَسْمَعُوْنَ;walā tawallaw 'anhu wā antum tasma'ūna
8;21;1;وَلَا تَكُوْنُوْا كَالَّذِيْنَ قَالُوْا سَمِعْنَا وَهُمْ لَا يَسْمَعُوْنَۚ;wa lā takụnụ kallażīna qālụ sami'nā wa hum lā yasma'ụn
8;22;1;۞ اِنَّ شَرَّ الدَّوَاۤبِّ عِنْدَ اللّٰهِ الصُّمُّ الْبُكْمُ الَّذِيْنَ لَا يَعْقِلُوْنَ;inna syarrad-dawābbi 'indallāhiṣ-ṣummul-bukmullażīna lā ya'qilụn
8;23;1;وَلَوْ عَلِمَ اللّٰهُ فِيْهِمْ خَيْرًا لَّاَسْمَعَهُمْۗ وَلَوْ اَسْمَعَهُمْ لَتَوَلَّوْا وَّهُمْ مُّعْرِضُوْنَ;walau 'alimallāhu fīhim khairal la`asma'ahum, walau asma'ahum latawallaw wa hum mu'riḍụn
8;24;1;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوا اسْتَجِيْبُوْا لِلّٰهِ وَلِلرَّسُوْلِ;yā ayyuhāllażīna āmanūs-tajībū lillāhi walirrasūli
8;24;2;اِذَا دَعَاكُمْ لِمَا يُحْيِيْكُمْۚ وَاعْلَمُوْٓا اَنَّ اللّٰهَ يَحُوْلُ;iżā da'ākum limā yuḥyīkum wā'lamū annallāha yaḥūlu
8;24;3;بَيْنَ الْمَرْءِ وَقَلْبِهٖ وَاَنَّهٗٓ اِلَيْهِ تُحْشَرُوْنَ;baynalmar`i waqalbih wā annah ilayhi tuḥsyarūna
8;25;1;وَاتَّقُوْا فِتْنَةً لَّا تُصِيْبَنَّ الَّذِيْنَ ظَلَمُوْا مِنْكُمْ;wāttaqū fitnatan lā tuṣībannallażīna ẓalamū minkum
8;25;2;خَاۤصَّةً ۚوَاعْلَمُوْٓا اَنَّ اللّٰهَ شَدِيْدُ الْعِقَابِ;khā ṣṣatan wā'lamū annallāha syadīdul'iqābi
8;26;1;وَاذْكُرُوْٓا اِذْ اَنْتُمْ قَلِيْلٌ مُّسْتَضْعَفُوْنَ فِى الْاَرْضِ;wāżkurū iż antum qalīlun mustaḍ'afūna filarḍi
8;26;2;تَخَافُوْنَ اَنْ يَّتَخَطَّفَكُمُ النَّاسُ فَاٰوٰىكُمْ وَاَيَّدَكُمْ;takhāfūna an yatakhaṭṭafakumun-nāsu fāāwākum wā ayyadakum
8;26;3;بِنَصْرِهٖ وَرَزَقَكُمْ مِّنَ الطَّيِّبٰتِ لَعَلَّكُمْ تَشْكُرُوْنَ;binaṣrih warazaqakum minaṭ-ṭayyibāti la'allakum tasykurūna
8;27;1;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوْا لَا تَخُوْنُوا اللّٰهَ وَالرَّسُوْلَ;yā ayyuhāllażīna āmanū lā takhūnūllāha wārrasūla
8;27;2;وَتَخُوْنُوْٓا اَمٰنٰتِكُمْ وَاَنْتُمْ تَعْلَمُوْنَ;watakhūnū amānātikum wā antum ta'lamūna
8;28;1;وَاعْلَمُوْٓا اَنَّمَآ اَمْوَالُكُمْ وَاَوْلَادُكُمْ فِتْنَةٌ ۙوَّاَنَّ اللّٰهَ عِنْدَهٗٓ اَجْرٌ عَظِيْمٌ ࣖ;wa'lamū annamā amwālukum wa aulādukum fitnatuw wa annallāha 'indahū ajrun 'aẓīm
8;29;1;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوْٓا اِنْ تَتَّقُوا اللّٰهَ يَجْعَلْ لَّكُمْ فُرْقَانًا وَّيُكَفِّرْ;yā ayyuhāllażīna āmanū in tattaqūllāha yaj'al lakum furqānan wayukaffir
8;29;2;عَنْكُمْ سَيِّاٰتِكُمْ وَيَغْفِرْ لَكُمْۗ وَاللّٰهُ ذُو الْفَضْلِ الْعَظِيْمِ;'ankum sayyiātikum wayagfir lakum wāllāhu żūlfaḍlil'aẓīmi
8;30;1;وَاِذْ يَمْكُرُ بِكَ الَّذِيْنَ كَفَرُوْا لِيُثْبِتُوْكَ اَوْ يَقْتُلُوْكَ اَوْ يُخْرِجُوْكَۗ;wāiż yamkuru bikallażīna kafarū liyuṡbitūka aw yaqtulūka aw yukhrijūka 
8;30;2;وَيَمْكُرُوْنَ وَيَمْكُرُ اللّٰهُ ۗوَاللّٰهُ خَيْرُ الْمَاكِرِيْنَ;wayamkurūna wayamkurullāhu wāllāhu khayrulmākirīna
8;31;1;وَاِذَا تُتْلٰى عَلَيْهِمْ اٰيٰتُنَا قَالُوْا قَدْ سَمِعْنَا لَوْ نَشَاۤءُ;wāiżā tutlā 'alayhim āyātunā qālū qad sami'nā law nasyā `u
8;31;2;لَقُلْنَا مِثْلَ هٰذَآ ۙاِنْ هٰذَآ اِلَّآ اَسَاطِيْرُ الْاَوَّلِيْنَ;laqulnā miṡla hāżā in hāżā illā asāṭīrulawwalīna
8;32;1;وَاِذْ قَالُوا اللهم اِنْ كَانَ هٰذَا هُوَ الْحَقَّ مِنْ عِنْدِكَ فَاَمْطِرْ;wāiż qālūllhm in kāna hāżā huwalḥaqqa min 'indika fā amṭir
8;32;2;عَلَيْنَا حِجَارَةً مِّنَ السَّمَاۤءِ اَوِ ائْتِنَا بِعَذَابٍ اَلِيْمٍ;'alaynā ḥijāratan minas-samā `i awi `-tinā bi'ażābin alīmin
8;33;1;وَمَا كَانَ اللّٰهُ لِيُعَذِّبَهُمْ وَاَنْتَ فِيْهِمْۚ وَمَا;wamā kānallāhu liyu'ażżibahum wā anta fīhim wamā
8;33;2;كَانَ اللّٰهُ مُعَذِّبَهُمْ وَهُمْ يَسْتَغْفِرُوْنَ;kānallāhu mu'ażżibahum wahum yastagfirūna
8;34;1;وَمَا لَهُمْ اَلَّا يُعَذِّبَهُمُ اللّٰهُ وَهُمْ يَصُدُّوْنَ عَنِ الْمَسْجِدِ;wamā lahum allā yu'ażżibahumullāhu wahum yaṣuddūna 'anilmasjidi
8;34;2;الْحَرَامِ وَمَا كَانُوْٓا اَوْلِيَاۤءَهٗۗ اِنْ اَوْلِيَاۤؤُهٗٓ اِلَّا;l-ḥarāmi wamā kānū awliyā `ah in awliyā `uh illā
8;34;3;الْمُتَّقُوْنَ وَلٰكِنَّ اَكْثَرَهُمْ لَا يَعْلَمُوْنَ;l-muttaqūna walākinna akṡarahum lā ya'lamūna
8;35;1;وَمَا كَانَ صَلَاتُهُمْ عِنْدَ الْبَيْتِ اِلَّا مُكَاۤءً وَّتَصْدِيَةًۗ;wamā kāna ṣalātuhum 'indalbayti illā mukā `an wataṣdiyatan 
8;35;2;فَذُوْقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْفُرُوْنَ;fażūqūl'ażāba bimā kuntum takfurūna
8;36;1;اِنَّ الَّذِيْنَ كَفَرُوْا يُنْفِقُوْنَ اَمْوَالَهُمْ لِيَصُدُّوْا عَنْ سَبِيْلِ;inallażīna kafarū yunfiqūna amwālahum liyaṣuddū 'an sabīli
8;36;2;اللّٰهِ ۗفَسَيُنْفِقُوْنَهَا ثُمَّ تَكُوْنُ عَلَيْهِمْ حَسْرَةً ثُمَّ يُغْلَبُوْنَ;l-lāhi fasayunfiqūnahā ṡumma takūnu 'alayhim ḥasratan ṡumma yuglabūna
8;36;3;ەۗ وَالَّذِيْنَ كَفَرُوْٓا اِلٰى جَهَنَّمَ يُحْشَرُوْنَۙ; wāllażīna kafarū ilā jahannama yuḥsyarūna 
8;37;1;لِيَمِيْزَ اللّٰهُ الْخَبِيْثَ مِنَ الطَّيِّبِ وَيَجْعَلَ الْخَبِيْثَ بَعْضَهٗ عَلٰى بَعْضٍ;liyamīzallāhulkhabīṡa minaṭ-ṭayyibi wayaj'alalkhabīṡa ba'ḍah 'alā ba'ḍin
8;37;2;فَيَرْكُمَهٗ جَمِيْعًا فَيَجْعَلَهٗ فِيْ جَهَنَّمَۗ اُولٰۤىِٕكَ هُمُ الْخٰسِرُوْنَ ࣖ;fayarkumah jamī'an fayaj'alah fī jahannama ūlā ika humulkhāsirūna 
8;38;1;قُلْ لِّلَّذِيْنَ كَفَرُوْٓا اِنْ يَّنْتَهُوْا يُغْفَرْ لَهُمْ مَّا قَدْ;qul lillażīna kafarū in yantahū yugfar lahum mā qad
8;38;2;سَلَفَۚ وَاِنْ يَّعُوْدُوْا فَقَدْ مَضَتْ سُنَّتُ الْاَوَّلِيْنَ;salafa wāin ya'ūdū faqad maḍat sunnatulawwalīna
8;39;1;وَقَاتِلُوْهُمْ حَتّٰى لَا تَكُوْنَ فِتْنَةٌ وَّيَكُوْنَ الدِّيْنُ كُلُّهٗ;waqātilūhum ḥattā lā takūna fitnatun wayakūnad-dīnu kulluh 
8;39;2;لِلّٰهِۚ فَاِنِ انْتَهَوْا فَاِنَّ اللّٰهَ بِمَا يَعْمَلُوْنَ بَصِيْرٌ;lillāhi fāinin-tahaw fāinnallāha bimā ya'malūna baṣīrun
8;40;1;وَاِنْ تَوَلَّوْا فَاعْلَمُوْٓا اَنَّ اللّٰهَ مَوْلٰىكُمْ ۗنِعْمَ الْمَوْلٰى وَنِعْمَ النَّصِيْرُ ۔;wa in tawallau fa'lamū annallāha maulākum, ni'mal-maulā wa ni'man-naṣīr
8;41;1;۞ وَاعْلَمُوْٓا اَنَّمَا غَنِمْتُمْ مِّنْ شَيْءٍ فَاَنَّ لِلّٰهِ خُمُسَهٗ وَلِلرَّسُوْلِ; wā'lamū annamā ganimtum min syay`in fā anna lillāhi khumusah walirrasūli
8;41;2;وَلِذِى الْقُرْبٰى وَالْيَتٰمٰى وَالْمَسٰكِيْنِ وَابْنِ السَّبِيْلِ اِنْ كُنْتُمْ;waliżilqurbā wālyatāmā wālmasākīni wābnis-sabīli in kuntum
8;41;3;اٰمَنْتُمْ بِاللّٰهِ وَمَآ اَنْزَلْنَا عَلٰى عَبْدِنَا يَوْمَ الْفُرْقَانِ يَوْمَ;āmantum billāhi wama’ā anzalnā 'alā 'abdinā yawmalfurqāni yawma
8;41;4;الْتَقَى الْجَمْعٰنِۗ وَاللّٰهُ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ;l-taqáljam'āni wāllāhu 'alā kulli syay`in qadīrun
8;42;1;اِذْ اَنْتُمْ بِالْعُدْوَةِ الدُّنْيَا وَهُمْ بِالْعُدْوَةِ الْقُصْوٰى وَالرَّكْبُ;iż antum bil'udwatid-dunyā wahum bil'udwatilquṣwā wārrakbu
8;42;2;اَسْفَلَ مِنْكُمْۗ وَلَوْ تَوَاعَدْتُّمْ لَاخْتَلَفْتُمْ فِى الْمِيْعٰدِۙ وَلٰكِنْ;asfala minkum walaw tawā'adttum lākhtalaftum filmī'ādi walākin
8;42;3;لِّيَقْضِيَ اللّٰهُ اَمْرًا كَانَ مَفْعُوْلًا ەۙ لِّيَهْلِكَ مَنْ هَلَكَ عَنْۢ بَيِّنَةٍ;liyaqḍiyallāhu amran kāna maf'ūlan liyahlika man halaka 'an bayyinatin
8;42;4;وَّيَحْيٰى مَنْ حَيَّ عَنْۢ بَيِّنَةٍۗ وَاِنَّ اللّٰهَ لَسَمِيْعٌ عَلِيْمٌۙ;wayaḥyā man ḥayya 'an bayyinatin wāinnallāha lasamī'un 'alīmun 
8;43;1;اِذْ يُرِيْكَهُمُ اللّٰهُ فِيْ مَنَامِكَ قَلِيْلًاۗ وَلَوْ اَرٰىكَهُمْ;iż yurīkahumullāhu fī manāmika qalīlan walaw arākahum
8;43;2;كَثِيْرًا لَّفَشِلْتُمْ وَلَتَنَازَعْتُمْ فِى الْاَمْرِ وَلٰكِنَّ;kaṡīran lafasyiltum walatanāza'tum filamri walākinna
8;43;3;اللّٰهَ سَلَّمَۗ اِنَّهٗ عَلِيْمٌۢ بِذَاتِ الصُّدُوْرِ;l-lāha sallama innah 'alīmun biżātiṣ-ṣudūri
8;44;1;وَاِذْ يُرِيْكُمُوْهُمْ اِذِ الْتَقَيْتُمْ فِيْٓ اَعْيُنِكُمْ قَلِيْلًا;wāiż yurīkumūhum iżiltaqaytum fī a'yunikum qalīlan
8;44;2;وَّيُقَلِّلُكُمْ فِيْٓ اَعْيُنِهِمْ لِيَقْضِيَ اللّٰهُ اَمْرًا;wayuqallilukum fī a'yunihim liyaqḍiyallāhu amran
8;44;3;كَانَ مَفْعُوْلًا ۗوَاِلَى اللّٰهِ تُرْجَعُ الْاُمُوْرُ ࣖ;kāna maf'ūlan wāilállāhi turja'ulumūru 
8;45;1;يٰٓاَيُّهَا الَّذِيْنَ اٰمَنُوْٓا اِذَا لَقِيْتُمْ فِئَةً فَاثْبُتُوْا;yā ayyuhāllażīna āmanū iżā laqītum fi`atan fāṡbutū
8;45;2;وَاذْكُرُوا اللّٰهَ كَثِيْرًا لَّعَلَّكُمْ تُفْلِحُوْنَۚ;wāżkurūllāha kaṡīran la'allakum tufliḥūna 
8;46;1;وَاَطِيْعُوا اللّٰهَ وَرَسُوْلَهٗ وَلَا تَنَازَعُوْا فَتَفْشَلُوْا وَتَذْهَبَ;wā aṭī'ūllāha warasūlah walā tanāza'ū fatafsyalū watażhaba
8;46;2;رِيْحُكُمْ وَاصْبِرُوْاۗ اِنَّ اللّٰهَ مَعَ الصّٰبِرِيْنَۚ;rīḥukum wāṣbirū innallāha ma'aṣ-ṣābirīna 
8;47;1;وَلَا تَكُوْنُوْا كَالَّذِيْنَ خَرَجُوْا مِنْ دِيَارِهِمْ بَطَرًا وَّرِئَاۤءَ النَّاسِ;walā takūnū kāllażīna kharajū min diyārihim baṭaran wari`ā `an-nāsi
8;47;2;وَيَصُدُّوْنَ عَنْ سَبِيْلِ اللّٰهِ ۗوَاللّٰهُ بِمَايَعْمَلُوْنَ مُحِيْطٌ;wayaṣuddūna 'an sabīlillāhi wāllāhu bimāya'malūna muḥīṭun
8;48;1;وَاِذْ زَيَّنَ لَهُمُ الشَّيْطٰنُ اَعْمَالَهُمْ وَقَالَ لَا غَالِبَ لَكُمُ الْيَوْمَ;wāiż zayyana lahumusy-syayṭānu a'mālahum waqāla lā gāliba lakumulyawma
8;48;2;مِنَ النَّاسِ وَاِنِّيْ جَارٌ لَّكُمْۚ فَلَمَّا تَرَاۤءَتِ الْفِئَتٰنِ نَكَصَ;minan-nāsi wāinnī jārun lakum falammā tarā `atilfi`atāni nakaṣa
8;48;3;عَلٰى عَقِبَيْهِ وَقَالَ اِنِّيْ بَرِيْۤءٌ مِّنْكُمْ اِنِّيْٓ اَرٰى مَا لَا تَرَوْنَ;'alā 'aqibayhi waqāla innī barī `un minkum innī arā mā lā tarawna
8;48;4;اِنِّيْٓ اَخَافُ اللّٰهَ ۗوَاللّٰهُ شَدِيْدُ الْعِقَابِ ࣖ;inī akhāfullāha wāllāhu syadīdul'iqābi 
8;49;1;اِذْ يَقُوْلُ الْمُنٰفِقُوْنَ وَالَّذِيْنَ فِيْ قُلُوْبِهِمْ مَّرَضٌ غَرَّ هٰٓؤُلَاۤءِ;iż yaqūlulmunāfiqūna wāllażīna fī qulūbihim maraḍun garra h ā`ulā `i
8;49;2;دِيْنُهُمْۗ وَمَنْ يَّتَوَكَّلْ عَلَى اللّٰهِ فَاِنَّ اللّٰهَ عَزِيْزٌ حَكِيْمٌ;dīnuhum waman yatawakkal 'alállāhi fāinnallāha 'azīzun ḥakīmun
8;50;1;وَلَوْ تَرٰٓى اِذْ يَتَوَفَّى الَّذِيْنَ كَفَرُوا الْمَلٰۤىِٕكَةُ يَضْرِبُوْنَ;walaw tarā iż yatawaffállażīna kafarūlmalā ikatu yaḍribūna
8;50;2;وُجُوْهَهُمْ وَاَدْبَارَهُمْۚ وَذُوْقُوْا عَذَابَ الْحَرِيْقِ;wujūhahum wā adbārahum ważūqū 'ażābalḥarīqi
8;51;1;ذٰلِكَ بِمَا قَدَّمَتْ اَيْدِيْكُمْ وَاَنَّ اللّٰهَ لَيْسَ بِظَلَّامٍ لِّلْعَبِيْدِۙ;żālika bimā qaddamat aidīkum wa annallāha laisa biẓallāmil lil-'abīd
8;52;1;كَدَأْبِ اٰلِ فِرْعَوْنَۙ وَالَّذِيْنَ مِنْ قَبْلِهِمْۗ كَفَرُوْا بِاٰيٰتِ اللّٰهِ;kada`bi āli fir'awna wāllażīna min qablihim kafarū biāyātillāhi
8;52;2;فَاَخَذَهُمُ اللّٰهُ بِذُنُوْبِهِمْۗ اِنَّ اللّٰهَ قَوِيٌّ شَدِيْدُ الْعِقَابِ;fā akhażahumullāhu biżunūbihim innallāha qawīyun syadīdul'iqābi
8;53;1;ذٰلِكَ بِاَنَّ اللّٰهَ لَمْ يَكُ مُغَيِّرًا نِّعْمَةً اَنْعَمَهَا عَلٰى قَوْمٍ;żālika biannallāha lam yaku mugayyiran ni'matan an'amahā 'alā qawmin
8;53;2;حَتّٰى يُغَيِّرُوْا مَا بِاَنْفُسِهِمْۙ وَاَنَّ اللّٰهَ سَمِيْعٌ عَلِيْمٌۙ;ḥattā yugayyirū mā bianfusihim wā annallāha samī'un 'alīmun 
8;54;1;كَدَأْبِ اٰلِ فِرْعَوْنَۙ وَالَّذِيْنَ مِنْ قَبْلِهِمْۚ كَذَّبُوْا;kada`bi āli fir'awna wāllażīna min qablihim każżabū
8;54;2;بِاٰيٰتِ رَبِّهِمْ فَاَهْلَكْنٰهُمْ بِذُنُوْبِهِمْ وَاَغْرَقْنَآ;biāyāti rabbihim fā ahlaknāhum biżunūbihim wā agraqnā 
8;54;3;اٰلَ فِرْعَوْنَۚ وَكُلٌّ كَانُوْا ظٰلِمِيْنَ;āla fir'awna wakullaun kānū ẓālimīna
8;55;1;اِنَّ شَرَّ الدَّوَاۤبِّ عِنْدَ اللّٰهِ الَّذِيْنَ كَفَرُوْا فَهُمْ لَا يُؤْمِنُوْنَۖ;inna syarrad-dawābbi 'indallāhillażīna kafarụ fa hum lā yu`minụn
8;56;1;الَّذِيْنَ عَاهَدْتَّ مِنْهُمْ ثُمَّ يَنْقُضُوْنَ عَهْدَهُمْ فِيْ كُلِّ مَرَّةٍ وَّهُمْ لَا يَتَّقُوْنَ;allażīna 'āhatta min-hum ṡumma yangquḍụna 'ahdahum fī kulli marratiw wa hum lā yattaqụn
8;57;1;فَاِمَّا تَثْقَفَنَّهُمْ فِى الْحَرْبِ فَشَرِّدْ بِهِمْ مَّنْ خَلْفَهُمْ لَعَلَّهُمْ يَذَّكَّرُوْنَ;fa immā taṡqafannahum fil-ḥarbi fa syarrid bihim man khalfahum la'allahum yażżakkarụn
8;58;1;وَاِمَّا تَخَافَنَّ مِنْ قَوْمٍ خِيَانَةً فَانْۢبِذْ اِلَيْهِمْ;wāimmā takhāfanna min qawmin khiyānatan fān biż ilayhim
8;58;2;عَلٰى سَوَاۤءٍۗ اِنَّ اللّٰهَ لَا يُحِبُّ الْخَاۤىِٕنِيْنَ ࣖ;'alā sawā `in innallāha lā yuḥibbulkhā inīna 
8;59;1;وَلَا يَحْسَبَنَّ الَّذِيْنَ كَفَرُوْا سَبَقُوْاۗ اِنَّهُمْ لَا يُعْجِزُوْنَ;wa lā yaḥsabannallażīna kafarụ sabaqụ, innahum lā yu'jizụn
8;60;1;وَاَعِدُّوْا لَهُمْ مَّا اسْتَطَعْتُمْ مِّنْ قُوَّةٍ وَّمِنْ رِّبَاطِ الْخَيْلِ;wā a'iddū lahum mās-taṭa'tum min qūwatin wamin ribāṭilkhayli
8;60;2;تُرْهِبُوْنَ بِهٖ عَدُوَّ اللّٰهِ وَعَدُوَّكُمْ وَاٰخَرِيْنَ مِنْ دُوْنِهِمْۚ;turhibūna bih 'adūwallāhi wa'adūwakum wāākharīna min dūnihim 
8;60;3;لَا تَعْلَمُوْنَهُمْۚ اَللّٰهُ يَعْلَمُهُمْۗ وَمَا تُنْفِقُوْا مِنْ شَيْءٍ;lā ta'lamūnahum allāhu ya'lamuhum wamā tunfiqū min syay`in
8;60;4;فِيْ سَبِيْلِ اللّٰهِ يُوَفَّ اِلَيْكُمْ وَاَنْتُمْ لَا تُظْلَمُوْنَ;fī sabīlillāhi yuwaffa ilaykum wā antum lā tuẓlamūna
8;61;1;۞ وَاِنْ جَنَحُوْا لِلسَّلْمِ فَاجْنَحْ لَهَا وَتَوَكَّلْ عَلَى اللّٰهِ ۗاِنَّهٗ هُوَ السَّمِيْعُ الْعَلِيْمُ;wa in janaḥụ lis-salmi fajnaḥ lahā wa tawakkal 'alallāh, innahụ huwas-samī'ul-'alīm
8;62;1;وَاِنْ يُّرِيْدُوْٓا اَنْ يَّخْدَعُوْكَ فَاِنَّ حَسْبَكَ اللّٰهُ;wāin yurīdū an yakhda'ūka fāinna ḥasbakallāhu
8;62;2;ۗهُوَ الَّذِيْٓ اَيَّدَكَ بِنَصْرِهٖ وَبِالْمُؤْمِنِيْنَۙ; huwallażī ayyadaka binaṣrih wabilmu`minīna 
8;63;1;وَاَلَّفَ بَيْنَ قُلُوْبِهِمْۗ لَوْاَنْفَقْتَ مَا فِى الْاَرْضِ جَمِيْعًا مَّآ اَلَّفْتَ;wā allafa bayna qulūbihim lawanfaqta mā filarḍi jamī'an mā allafta
8;63;2;بَيْنَ قُلُوْبِهِمْ وَلٰكِنَّ اللّٰهَ اَلَّفَ بَيْنَهُمْۗ اِنَّهٗ عَزِيْزٌ حَكِيْمٌ;bayna qulūbihim walākinnallāha allafa baynahum innah 'azīzun ḥakīmun
8;64;1;يٰٓاَيُّهَا النَّبِيُّ حَسْبُكَ اللّٰهُ وَمَنِ اتَّبَعَكَ مِنَ الْمُؤْمِنِيْنَ ࣖ;yā ayyuhan-nabiyyu ḥasbukallāhu wa manittaba'aka minal-mu`minīn
8;65;1;يٰٓاَيُّهَا النَّبِيُّ حَرِّضِ الْمُؤْمِنِيْنَ عَلَى الْقِتَالِۗ اِنْ يَّكُنْ مِّنْكُمْ;yā ayyuhān-nabīyu ḥarriḍilmu`minīna 'alálqitāli in yakun minkum
8;65;2;عِشْرُوْنَ صَابِرُوْنَ يَغْلِبُوْا مِائَتَيْنِۚ وَاِنْ يَّكُنْ مِّنْكُمْ مِّائَةٌ يَّغْلِبُوْٓا;'isyrūna ṣābirūna yaglibū mi`atayni wāin yakun minkum mi`atun yaglibū 
8;65;3;اَلْفًا مِّنَ الَّذِيْنَ كَفَرُوْا بِاَنَّهُمْ قَوْمٌ لَّا يَفْقَهُوْنَ;alfan minallażīna kafarū biannahum qawmun lā yafqahūna
8;66;1;اَلْـٰٔنَ خَفَّفَ اللّٰهُ عَنْكُمْ وَعَلِمَ اَنَّ فِيْكُمْ ضَعْفًاۗ فَاِنْ يَّكُنْ;al āna khaffafallāhu 'ankum wa'alima anna fīkum ḍa'fan fāin yakun
8;66;2;مِّنْكُمْ مِّائَةٌ صَابِرَةٌ يَّغْلِبُوْا مِائَتَيْنِۚ وَاِنْ يَّكُنْ مِّنْكُمْ;minkum mi`atun ṣābiratun yaglibū mi`atayni wāin yakun minkum
8;66;3;اَلْفٌ يَّغْلِبُوْٓا اَلْفَيْنِ بِاِذْنِ اللّٰهِ ۗوَاللّٰهُ مَعَ الصّٰبِرِيْنَ;alfun yaglibū alfayni biiżnillāhi wāllāhu ma'aṣ-ṣābirīna
8;67;1;مَاكَانَ لِنَبِيٍّ اَنْ يَّكُوْنَ لَهٗٓ اَسْرٰى حَتّٰى يُثْخِنَ فِى الْاَرْضِۗ تُرِيْدُوْنَ;mākāna linabīyin an yakūna lah asrā ḥattā yuṡkhina filarḍi turīdūna
8;67;2;عَرَضَ الدُّنْيَاۖ وَاللّٰهُ يُرِيْدُ الْاٰخِرَةَۗ وَاللّٰهُ عَزِيْزٌحَكِيْمٌ;'araḍad-dunyā wāllāhu yurīdulākhirata wāllāhu 'azīzunḥakīmun
8;68;1;لَوْلَاكِتٰبٌ مِّنَ اللّٰهِ سَبَقَ لَمَسَّكُمْ فِيْمَآ اَخَذْتُمْ عَذَابٌ عَظِيْمٌ;lau lā kitābum minallāhi sabaqa lamassakum fīmā akhażtum 'ażābun 'aẓīm
8;69;1;فَكُلُوْا مِمَّاغَنِمْتُمْ حَلٰلًا طَيِّبًاۖ وَّاتَّقُوا اللّٰهَ ۗاِنَّ اللّٰهَ غَفُوْرٌ رَّحِيْمٌ;fa kulụ mimmā ganimtum ḥalālan ṭayyibaw wattaqullāh, innallāha gafụrur raḥīm
8;70;1;يٰٓاَيُّهَا النَّبِيُّ قُلْ لِّمَنْ فِيْٓ اَيْدِيْكُمْ مِّنَ الْاَسْرٰٓىۙ;yā ayyuhān-nabīyu qul liman fī aydīkum minalasrā 
8;70;2;اِنْ يَّعْلَمِ اللّٰهُ فِيْ قُلُوْبِكُمْ خَيْرًا يُّؤْتِكُمْ خَيْرًا مِّمَّآ;in ya'lamillāhu fī qulūbikum khayran yu`tikum khayran mimmā 
8;70;3;اُخِذَ مِنْكُمْ وَيَغْفِرْ لَكُمْۗ وَاللّٰهُ غَفُوْرٌ رَّحِيْمٌ ࣖ;ukhiża minkum wayagfir lakum wāllāhu gafūrun raḥīmun 
8;71;1;وَاِنْ يُّرِيْدُوْا خِيَانَتَكَ فَقَدْ خَانُوا اللّٰهَ مِنْ;wāin yurīdū khiyānataka faqad khānūllāha min
8;71;2;قَبْلُ فَاَمْكَنَ مِنْهُمْ وَاللّٰهُ عَلِيْمٌ حَكِيْمٌ;qablu fā amkana minhum wāllāhu 'alīmun ḥakīmun
8;72;1;اِنَّ الَّذِيْنَ اٰمَنُوْا وَهَاجَرُوْا وَجَاهَدُوْا بِاَمْوَالِهِمْ وَاَنْفُسِهِمْ فِيْ سَبِيْلِ اللّٰهِ وَالَّذِيْنَ;inallażīna āmanū wahājarū wajāhadū biamwālihim wā anfusihim fī sabīlillāhi wāllażīna
8;72;2;اٰوَوْا وَّنَصَرُوْٓا اُولٰۤىِٕكَ بَعْضُهُمْ اَوْلِيَاۤءُ بَعْضٍۗ وَالَّذِيْنَ اٰمَنُوْا وَلَمْ يُهَاجِرُوْا مَا;āwaw wanaṣarū ūlā ika ba'ḍuhum awliyā `u ba'ḍin wāllażīna āmanū walam yuhājirū mā
8;72;3;لَكُمْ مِّنْ وَّلَايَتِهِمْ مِّنْ شَيْءٍ حَتّٰى يُهَاجِرُوْاۚ وَاِنِ اسْتَنْصَرُوْكُمْ فِى الدِّيْنِ فَعَلَيْكُمُ;lakum min walāyatihim min syay`in ḥattā yuhājirū wāinis-tanṣarūkum fid-dīni fa'alaykumu
8;72;4;النَّصْرُ اِلَّا عَلٰى قَوْمٍۢ بَيْنَكُمْ وَبَيْنَهُمْ مِّيْثَاقٌۗ وَاللّٰهُ بِمَا تَعْمَلُوْنَ بَصِيْرٌ;n-naṣru illā 'alā qawmin baynakum wabaynahum mīṡāqun wāllāhu bimā ta'malūna baṣīrun
8;73;1;وَالَّذِيْنَ كَفَرُوْا بَعْضُهُمْ اَوْلِيَاۤءُ بَعْضٍۗ اِلَّا;wāllażīna kafarū ba'ḍuhum awliyā `u ba'ḍin illā
8;73;2;تَفْعَلُوْهُ تَكُنْ فِتْنَةٌ فِى الْاَرْضِ وَفَسَادٌ كَبِيْرٌۗ;taf'alūhu takun fitnatun filarḍi wafasādun kabīrun 
8;74;1;وَالَّذِيْنَ اٰمَنُوْا وَهَاجَرُوْا وَجَاهَدُوْا فِيْ سَبِيْلِ;wāllażīna āmanū wahājarū wajāhadū fī sabīli
8;74;2;اللّٰهِ وَالَّذِيْنَ اٰوَوْا وَّنَصَرُوْٓا اُولٰۤىِٕكَ هُمُ الْمُؤْمِنُوْنَ;l-lāhi wāllażīna āwaw wanaṣarū ūlā ika humulmu`minūna
8;74;3;حَقًّاۗ لَهُمْ مَّغْفِرَةٌ وَّرِزْقٌ كَرِيْمٌ;ḥaqqan lahum magfiratun warizqun karīmun
